cell	bio_celltype
698	(5) Smooth muscle cells/ fibroblast-like
699	(5) Smooth muscle cells/ fibroblast-like
700	(5) Smooth muscle cells/ fibroblast-like
701	(5) Smooth muscle cells/ fibroblast-like
702	(5) Smooth muscle cells/ fibroblast-like
703	(5) Smooth muscle cells/ fibroblast-like
704	(5) Smooth muscle cells/ fibroblast-like
705	(5) Smooth muscle cells/ fibroblast-like
706	(3) Subepicardial cells
709	(5) Smooth muscle cells/ fibroblast-like
710	(5) Smooth muscle cells/ fibroblast-like
712	(5) Smooth muscle cells/ fibroblast-like
714	(8) Fibroblast-like (outflow tract & valve related)
715	(8) Fibroblast-like (outflow tract & valve related)
716	(0) Capillary endothelium
718	(5) Smooth muscle cells/ fibroblast-like
720	(5) Smooth muscle cells/ fibroblast-like
721	(5) Smooth muscle cells/ fibroblast-like
722	(5) Smooth muscle cells/ fibroblast-like
723	(5) Smooth muscle cells/ fibroblast-like
724	(8) Fibroblast-like (outflow tract & valve related)
725	(3) Subepicardial cells
726	(5) Smooth muscle cells/ fibroblast-like
727	(5) Smooth muscle cells/ fibroblast-like
728	(3) Subepicardial cells
729	(5) Smooth muscle cells/ fibroblast-like
730	(5) Smooth muscle cells/ fibroblast-like
731	(14) Cells related to cardiac neural crest
732	(8) Fibroblast-like (outflow tract & valve related)
733	(5) Smooth muscle cells/ fibroblast-like
734	(5) Smooth muscle cells/ fibroblast-like
735	(5) Smooth muscle cells/ fibroblast-like
736	(5) Smooth muscle cells/ fibroblast-like
737	(5) Smooth muscle cells/ fibroblast-like
738	(5) Smooth muscle cells/ fibroblast-like
739	(5) Smooth muscle cells/ fibroblast-like
740	(3) Subepicardial cells
741	(5) Smooth muscle cells/ fibroblast-like
742	(5) Smooth muscle cells/ fibroblast-like
743	(5) Smooth muscle cells/ fibroblast-like
744	(5) Smooth muscle cells/ fibroblast-like
745	(5) Smooth muscle cells/ fibroblast-like
746	(5) Smooth muscle cells/ fibroblast-like
747	(5) Smooth muscle cells/ fibroblast-like
748	(5) Smooth muscle cells/ fibroblast-like
749	(5) Smooth muscle cells/ fibroblast-like
750	(5) Smooth muscle cells/ fibroblast-like
751	(5) Smooth muscle cells/ fibroblast-like
752	(8) Fibroblast-like (outflow tract & valve related)
753	(5) Smooth muscle cells/ fibroblast-like
754	(5) Smooth muscle cells/ fibroblast-like
755	(5) Smooth muscle cells/ fibroblast-like
756	(5) Smooth muscle cells/ fibroblast-like
757	(5) Smooth muscle cells/ fibroblast-like
758	(5) Smooth muscle cells/ fibroblast-like
759	(5) Smooth muscle cells/ fibroblast-like
760	(5) Smooth muscle cells/ fibroblast-like
761	(5) Smooth muscle cells/ fibroblast-like
762	(5) Smooth muscle cells/ fibroblast-like
763	(5) Smooth muscle cells/ fibroblast-like
764	(5) Smooth muscle cells/ fibroblast-like
765	(5) Smooth muscle cells/ fibroblast-like
766	(5) Smooth muscle cells/ fibroblast-like
767	(5) Smooth muscle cells/ fibroblast-like
768	(5) Smooth muscle cells/ fibroblast-like
769	(5) Smooth muscle cells/ fibroblast-like
770	(5) Smooth muscle cells/ fibroblast-like
771	(5) Smooth muscle cells/ fibroblast-like
772	(5) Smooth muscle cells/ fibroblast-like
773	(5) Smooth muscle cells/ fibroblast-like
774	(5) Smooth muscle cells/ fibroblast-like
775	(5) Smooth muscle cells/ fibroblast-like
776	(5) Smooth muscle cells/ fibroblast-like
777	(5) Smooth muscle cells/ fibroblast-like
778	(5) Smooth muscle cells/ fibroblast-like
779	(5) Smooth muscle cells/ fibroblast-like
780	(5) Smooth muscle cells/ fibroblast-like
781	(5) Smooth muscle cells/ fibroblast-like
782	(5) Smooth muscle cells/ fibroblast-like
783	(5) Smooth muscle cells/ fibroblast-like
784	(5) Smooth muscle cells/ fibroblast-like
785	(5) Smooth muscle cells/ fibroblast-like
786	(5) Smooth muscle cells/ fibroblast-like
787	(5) Smooth muscle cells/ fibroblast-like
788	(5) Smooth muscle cells/ fibroblast-like
789	(5) Smooth muscle cells/ fibroblast-like
790	(5) Smooth muscle cells/ fibroblast-like
791	(5) Smooth muscle cells/ fibroblast-like
792	(5) Smooth muscle cells/ fibroblast-like
794	(5) Smooth muscle cells/ fibroblast-like
795	(5) Smooth muscle cells/ fibroblast-like
796	(5) Smooth muscle cells/ fibroblast-like
797	(5) Smooth muscle cells/ fibroblast-like
798	(5) Smooth muscle cells/ fibroblast-like
799	(5) Smooth muscle cells/ fibroblast-like
800	(5) Smooth muscle cells/ fibroblast-like
801	(5) Smooth muscle cells/ fibroblast-like
802	(5) Smooth muscle cells/ fibroblast-like
803	(2) Fribroblast-like (AV mesenchyme related)
804	(5) Smooth muscle cells/ fibroblast-like
805	(5) Smooth muscle cells/ fibroblast-like
806	(5) Smooth muscle cells/ fibroblast-like
808	(5) Smooth muscle cells/ fibroblast-like
809	(5) Smooth muscle cells/ fibroblast-like
810	(5) Smooth muscle cells/ fibroblast-like
811	(5) Smooth muscle cells/ fibroblast-like
812	(5) Smooth muscle cells/ fibroblast-like
813	(5) Smooth muscle cells/ fibroblast-like
814	(5) Smooth muscle cells/ fibroblast-like
815	(5) Smooth muscle cells/ fibroblast-like
816	(5) Smooth muscle cells/ fibroblast-like
817	(5) Smooth muscle cells/ fibroblast-like
818	(5) Smooth muscle cells/ fibroblast-like
819	(5) Smooth muscle cells/ fibroblast-like
820	(5) Smooth muscle cells/ fibroblast-like
821	(5) Smooth muscle cells/ fibroblast-like
822	(5) Smooth muscle cells/ fibroblast-like
823	(5) Smooth muscle cells/ fibroblast-like
824	(14) Cells related to cardiac neural crest
825	(5) Smooth muscle cells/ fibroblast-like
826	(5) Smooth muscle cells/ fibroblast-like
827	(5) Smooth muscle cells/ fibroblast-like
828	(5) Smooth muscle cells/ fibroblast-like
829	(5) Smooth muscle cells/ fibroblast-like
830	(5) Smooth muscle cells/ fibroblast-like
831	(5) Smooth muscle cells/ fibroblast-like
832	(5) Smooth muscle cells/ fibroblast-like
833	(3) Subepicardial cells
834	(5) Smooth muscle cells/ fibroblast-like
835	(5) Smooth muscle cells/ fibroblast-like
836	(0) Capillary endothelium
837	(5) Smooth muscle cells/ fibroblast-like
838	(5) Smooth muscle cells/ fibroblast-like
839	(5) Smooth muscle cells/ fibroblast-like
840	(5) Smooth muscle cells/ fibroblast-like
841	(5) Smooth muscle cells/ fibroblast-like
842	(5) Smooth muscle cells/ fibroblast-like
843	(5) Smooth muscle cells/ fibroblast-like
844	(5) Smooth muscle cells/ fibroblast-like
845	(0) Capillary endothelium
846	(5) Smooth muscle cells/ fibroblast-like
847	(5) Smooth muscle cells/ fibroblast-like
848	(5) Smooth muscle cells/ fibroblast-like
849	(0) Capillary endothelium
852	(5) Smooth muscle cells/ fibroblast-like
853	(2) Fribroblast-like (AV mesenchyme related)
854	(9) Epicardial cells
855	(9) Epicardial cells
857	(9) Epicardial cells
858	(9) Epicardial cells
860	(3) Subepicardial cells
862	(2) Fribroblast-like (AV mesenchyme related)
863	(2) Fribroblast-like (AV mesenchyme related)
866	(8) Fibroblast-like (outflow tract & valve related)
868	(0) Capillary endothelium
870	(5) Smooth muscle cells/ fibroblast-like
871	(5) Smooth muscle cells/ fibroblast-like
872	(0) Capillary endothelium
873	(5) Smooth muscle cells/ fibroblast-like
874	(5) Smooth muscle cells/ fibroblast-like
875	(5) Smooth muscle cells/ fibroblast-like
876	(5) Smooth muscle cells/ fibroblast-like
877	(2) Fribroblast-like (AV mesenchyme related)
880	(5) Smooth muscle cells/ fibroblast-like
881	(5) Smooth muscle cells/ fibroblast-like
882	(5) Smooth muscle cells/ fibroblast-like
883	(5) Smooth muscle cells/ fibroblast-like
885	(3) Subepicardial cells
886	(7) Artrial cardiomyocytes
887	(0) Capillary endothelium
888	(8) Fibroblast-like (outflow tract & valve related)
889	(7) Artrial cardiomyocytes
893	(4) Fribroblast-like (coronary & mediastinal vasculature related)
894	(5) Smooth muscle cells/ fibroblast-like
895	(7) Artrial cardiomyocytes
896	(7) Artrial cardiomyocytes
897	(2) Fribroblast-like (AV mesenchyme related)
898	(8) Fibroblast-like (outflow tract & valve related)
899	(2) Fribroblast-like (AV mesenchyme related)
900	(8) Fibroblast-like (outflow tract & valve related)
901	(0) Capillary endothelium
903	(4) Fribroblast-like (coronary & mediastinal vasculature related)
905	(5) Smooth muscle cells/ fibroblast-like
907	(4) Fribroblast-like (coronary & mediastinal vasculature related)
909	(8) Fibroblast-like (outflow tract & valve related)
912	(0) Capillary endothelium
913	(0) Capillary endothelium
916	(0) Capillary endothelium
917	(0) Capillary endothelium
918	(0) Capillary endothelium
919	(5) Smooth muscle cells/ fibroblast-like
920	(8) Fibroblast-like (outflow tract & valve related)
921	(8) Fibroblast-like (outflow tract & valve related)
924	(14) Cells related to cardiac neural crest
925	(0) Capillary endothelium
926	(7) Artrial cardiomyocytes
927	(5) Smooth muscle cells/ fibroblast-like
928	(7) Artrial cardiomyocytes
929	(2) Fribroblast-like (AV mesenchyme related)
930	(3) Subepicardial cells
931	(0) Capillary endothelium
932	(2) Fribroblast-like (AV mesenchyme related)
933	(5) Smooth muscle cells/ fibroblast-like
936	(9) Epicardial cells
937	(9) Epicardial cells
938	(3) Subepicardial cells
939	(9) Epicardial cells
940	(9) Epicardial cells
941	(9) Epicardial cells
942	(3) Subepicardial cells
943	(9) Epicardial cells
944	(5) Smooth muscle cells/ fibroblast-like
945	(9) Epicardial cells
946	(8) Fibroblast-like (outflow tract & valve related)
947	(5) Smooth muscle cells/ fibroblast-like
948	(9) Epicardial cells
949	(9) Epicardial cells
950	(3) Subepicardial cells
951	(8) Fibroblast-like (outflow tract & valve related)
952	(9) Epicardial cells
953	(3) Subepicardial cells
954	(2) Fribroblast-like (AV mesenchyme related)
955	(9) Epicardial cells
956	(3) Subepicardial cells
957	(9) Epicardial cells
958	(9) Epicardial cells
959	(3) Subepicardial cells
960	(8) Fibroblast-like (outflow tract & valve related)
961	(9) Epicardial cells
962	(2) Fribroblast-like (AV mesenchyme related)
963	(5) Smooth muscle cells/ fibroblast-like
964	(0) Capillary endothelium
966	(4) Fribroblast-like (coronary & mediastinal vasculature related)
968	(9) Epicardial cells
969	(3) Subepicardial cells
970	(14) Cells related to cardiac neural crest
971	(2) Fribroblast-like (AV mesenchyme related)
972	(5) Smooth muscle cells/ fibroblast-like
973	(4) Fribroblast-like (coronary & mediastinal vasculature related)
974	(5) Smooth muscle cells/ fibroblast-like
975	(7) Artrial cardiomyocytes
976	(9) Epicardial cells
977	(2) Fribroblast-like (AV mesenchyme related)
978	(2) Fribroblast-like (AV mesenchyme related)
979	(8) Fibroblast-like (outflow tract & valve related)
980	(7) Artrial cardiomyocytes
981	(3) Subepicardial cells
982	(7) Artrial cardiomyocytes
983	(5) Smooth muscle cells/ fibroblast-like
984	(5) Smooth muscle cells/ fibroblast-like
985	(14) Cells related to cardiac neural crest
987	(2) Fribroblast-like (AV mesenchyme related)
988	(2) Fribroblast-like (AV mesenchyme related)
989	(2) Fribroblast-like (AV mesenchyme related)
990	(7) Artrial cardiomyocytes
991	(4) Fribroblast-like (coronary & mediastinal vasculature related)
993	(9) Epicardial cells
995	(7) Artrial cardiomyocytes
996	(14) Cells related to cardiac neural crest
997	(2) Fribroblast-like (AV mesenchyme related)
998	(7) Artrial cardiomyocytes
1000	(7) Artrial cardiomyocytes
1001	(7) Artrial cardiomyocytes
1003	(2) Fribroblast-like (AV mesenchyme related)
1004	(7) Artrial cardiomyocytes
1005	(4) Fribroblast-like (coronary & mediastinal vasculature related)
1006	(7) Artrial cardiomyocytes
1007	(0) Capillary endothelium
1008	(2) Fribroblast-like (AV mesenchyme related)
1010	(7) Artrial cardiomyocytes
1011	(7) Artrial cardiomyocytes
1012	(8) Fibroblast-like (outflow tract & valve related)
1013	(7) Artrial cardiomyocytes
1014	(7) Artrial cardiomyocytes
1015	(7) Artrial cardiomyocytes
1016	(7) Artrial cardiomyocytes
1017	(7) Artrial cardiomyocytes
1018	(7) Artrial cardiomyocytes
1019	(8) Fibroblast-like (outflow tract & valve related)
1020	(7) Artrial cardiomyocytes
1022	(2) Fribroblast-like (AV mesenchyme related)
1023	(7) Artrial cardiomyocytes
1024	(7) Artrial cardiomyocytes
1025	(9) Epicardial cells
1027	(7) Artrial cardiomyocytes
1028	(8) Fibroblast-like (outflow tract & valve related)
1030	(7) Artrial cardiomyocytes
1031	(5) Smooth muscle cells/ fibroblast-like
1032	(8) Fibroblast-like (outflow tract & valve related)
1034	(7) Artrial cardiomyocytes
1035	(8) Fibroblast-like (outflow tract & valve related)
1036	(7) Artrial cardiomyocytes
1037	(9) Epicardial cells
1038	(7) Artrial cardiomyocytes
1039	(7) Artrial cardiomyocytes
1040	(5) Smooth muscle cells/ fibroblast-like
1041	(7) Artrial cardiomyocytes
1042	(7) Artrial cardiomyocytes
1043	(14) Cells related to cardiac neural crest
1044	(7) Artrial cardiomyocytes
1045	(7) Artrial cardiomyocytes
1046	(7) Artrial cardiomyocytes
1048	(7) Artrial cardiomyocytes
1049	(7) Artrial cardiomyocytes
1050	(7) Artrial cardiomyocytes
1051	(7) Artrial cardiomyocytes
1052	(7) Artrial cardiomyocytes
1053	(7) Artrial cardiomyocytes
1054	(7) Artrial cardiomyocytes
1055	(7) Artrial cardiomyocytes
1056	(7) Artrial cardiomyocytes
1057	(5) Smooth muscle cells/ fibroblast-like
1058	(7) Artrial cardiomyocytes
1059	(9) Epicardial cells
1060	(7) Artrial cardiomyocytes
1061	(7) Artrial cardiomyocytes
1062	(7) Artrial cardiomyocytes
1063	(7) Artrial cardiomyocytes
1064	(7) Artrial cardiomyocytes
1066	(7) Artrial cardiomyocytes
1067	(7) Artrial cardiomyocytes
1068	(7) Artrial cardiomyocytes
1069	(7) Artrial cardiomyocytes
1070	(7) Artrial cardiomyocytes
1071	(7) Artrial cardiomyocytes
1072	(7) Artrial cardiomyocytes
1073	(7) Artrial cardiomyocytes
1074	(7) Artrial cardiomyocytes
1076	(7) Artrial cardiomyocytes
1077	(10) Endothelium/ pericytes/ adventia
1078	(7) Artrial cardiomyocytes
1079	(7) Artrial cardiomyocytes
1080	(7) Artrial cardiomyocytes
1081	(7) Artrial cardiomyocytes
1083	(9) Epicardial cells
1084	(7) Artrial cardiomyocytes
1085	(7) Artrial cardiomyocytes
1086	(7) Artrial cardiomyocytes
1088	(7) Artrial cardiomyocytes
1089	(7) Artrial cardiomyocytes
1090	(10) Endothelium/ pericytes/ adventia
1091	(14) Cells related to cardiac neural crest
1092	(7) Artrial cardiomyocytes
1093	(7) Artrial cardiomyocytes
1094	(7) Artrial cardiomyocytes
1096	(7) Artrial cardiomyocytes
1097	(7) Artrial cardiomyocytes
1098	(7) Artrial cardiomyocytes
1099	(7) Artrial cardiomyocytes
1100	(9) Epicardial cells
1101	(7) Artrial cardiomyocytes
1103	(9) Epicardial cells
1105	(7) Artrial cardiomyocytes
1106	(7) Artrial cardiomyocytes
1107	(7) Artrial cardiomyocytes
1108	(7) Artrial cardiomyocytes
1109	(7) Artrial cardiomyocytes
1110	(7) Artrial cardiomyocytes
1111	(7) Artrial cardiomyocytes
1113	(7) Artrial cardiomyocytes
1114	(7) Artrial cardiomyocytes
1115	(7) Artrial cardiomyocytes
1116	(7) Artrial cardiomyocytes
1119	(9) Epicardial cells
1120	(7) Artrial cardiomyocytes
1122	(5) Smooth muscle cells/ fibroblast-like
1123	(7) Artrial cardiomyocytes
1124	(7) Artrial cardiomyocytes
1125	(7) Artrial cardiomyocytes
1126	(9) Epicardial cells
1129	(7) Artrial cardiomyocytes
1131	(7) Artrial cardiomyocytes
1132	(7) Artrial cardiomyocytes
1133	(7) Artrial cardiomyocytes
1134	(7) Artrial cardiomyocytes
1137	(7) Artrial cardiomyocytes
1138	(7) Artrial cardiomyocytes
1140	(7) Artrial cardiomyocytes
1141	(7) Artrial cardiomyocytes
1143	(7) Artrial cardiomyocytes
1144	(7) Artrial cardiomyocytes
1145	(7) Artrial cardiomyocytes
1146	(7) Artrial cardiomyocytes
1147	(7) Artrial cardiomyocytes
1148	(7) Artrial cardiomyocytes
1149	(7) Artrial cardiomyocytes
1150	(7) Artrial cardiomyocytes
1152	(7) Artrial cardiomyocytes
1153	(14) Cells related to cardiac neural crest
1155	(7) Artrial cardiomyocytes
1156	(7) Artrial cardiomyocytes
1158	(7) Artrial cardiomyocytes
1159	(7) Artrial cardiomyocytes
1160	(7) Artrial cardiomyocytes
1161	(10) Endothelium/ pericytes/ adventia
1163	(14) Cells related to cardiac neural crest
1164	(7) Artrial cardiomyocytes
1166	(2) Fribroblast-like (AV mesenchyme related)
1167	(7) Artrial cardiomyocytes
1168	(7) Artrial cardiomyocytes
1169	(7) Artrial cardiomyocytes
1170	(7) Artrial cardiomyocytes
1172	(2) Fribroblast-like (AV mesenchyme related)
1174	(7) Artrial cardiomyocytes
1175	(3) Subepicardial cells
1177	(7) Artrial cardiomyocytes
1178	(10) Endothelium/ pericytes/ adventia
1179	(7) Artrial cardiomyocytes
1180	(7) Artrial cardiomyocytes
1181	(7) Artrial cardiomyocytes
1182	(3) Subepicardial cells
1183	(7) Artrial cardiomyocytes
1184	(7) Artrial cardiomyocytes
1185	(7) Artrial cardiomyocytes
1186	(7) Artrial cardiomyocytes
1188	(7) Artrial cardiomyocytes
1189	(7) Artrial cardiomyocytes
1190	(7) Artrial cardiomyocytes
1191	(14) Cells related to cardiac neural crest
1192	(7) Artrial cardiomyocytes
1193	(7) Artrial cardiomyocytes
1194	(7) Artrial cardiomyocytes
1198	(7) Artrial cardiomyocytes
1199	(7) Artrial cardiomyocytes
1200	(7) Artrial cardiomyocytes
1201	(12) Cardiomyocytes
1202	(7) Artrial cardiomyocytes
1203	(7) Artrial cardiomyocytes
1204	(7) Artrial cardiomyocytes
1205	(7) Artrial cardiomyocytes
1206	(7) Artrial cardiomyocytes
1207	(7) Artrial cardiomyocytes
1209	(7) Artrial cardiomyocytes
1210	(7) Artrial cardiomyocytes
1211	(7) Artrial cardiomyocytes
1212	(7) Artrial cardiomyocytes
1214	(7) Artrial cardiomyocytes
1215	(7) Artrial cardiomyocytes
