cell	bio_celltype
1269	(7) Artrial cardiomyocytes
1270	(7) Artrial cardiomyocytes
1271	(7) Artrial cardiomyocytes
1272	(7) Artrial cardiomyocytes
1273	(9) Epicardial cells
1274	(7) Artrial cardiomyocytes
1275	(9) Epicardial cells
1276	(4) Fribroblast-like (coronary & mediastinal vasculature related)
1277	(9) Epicardial cells
1278	(7) Artrial cardiomyocytes
1279	(3) Subepicardial cells
1281	(7) Artrial cardiomyocytes
1282	(7) Artrial cardiomyocytes
1283	(7) Artrial cardiomyocytes
1284	(9) Epicardial cells
1285	(9) Epicardial cells
1286	(7) Artrial cardiomyocytes
1287	(7) Artrial cardiomyocytes
1288	(7) Artrial cardiomyocytes
1289	(7) Artrial cardiomyocytes
1290	(7) Artrial cardiomyocytes
1291	(7) Artrial cardiomyocytes
1292	(7) Artrial cardiomyocytes
1293	(7) Artrial cardiomyocytes
1294	(7) Artrial cardiomyocytes
1295	(9) Epicardial cells
1296	(7) Artrial cardiomyocytes
1297	(7) Artrial cardiomyocytes
1298	(7) Artrial cardiomyocytes
1299	(9) Epicardial cells
1300	(0) Capillary endothelium
1301	(7) Artrial cardiomyocytes
1302	(7) Artrial cardiomyocytes
1303	(7) Artrial cardiomyocytes
1304	(9) Epicardial cells
1305	(9) Epicardial cells
1306	(7) Artrial cardiomyocytes
1307	(0) Capillary endothelium
1308	(7) Artrial cardiomyocytes
1309	(2) Fribroblast-like (AV mesenchyme related)
1310	(7) Artrial cardiomyocytes
1311	(3) Subepicardial cells
1312	(7) Artrial cardiomyocytes
1313	(7) Artrial cardiomyocytes
1315	(7) Artrial cardiomyocytes
1316	(7) Artrial cardiomyocytes
1317	(0) Capillary endothelium
1318	(0) Capillary endothelium
1319	(7) Artrial cardiomyocytes
1320	(7) Artrial cardiomyocytes
1322	(7) Artrial cardiomyocytes
1323	(7) Artrial cardiomyocytes
1324	(7) Artrial cardiomyocytes
1325	(7) Artrial cardiomyocytes
1327	(7) Artrial cardiomyocytes
1328	(0) Capillary endothelium
1329	(7) Artrial cardiomyocytes
1330	(7) Artrial cardiomyocytes
1331	(7) Artrial cardiomyocytes
1332	(7) Artrial cardiomyocytes
1333	(7) Artrial cardiomyocytes
1334	(7) Artrial cardiomyocytes
1335	(7) Artrial cardiomyocytes
1336	(7) Artrial cardiomyocytes
1337	(7) Artrial cardiomyocytes
1338	(7) Artrial cardiomyocytes
1339	(0) Capillary endothelium
1340	(7) Artrial cardiomyocytes
1341	(7) Artrial cardiomyocytes
1342	(7) Artrial cardiomyocytes
1343	(7) Artrial cardiomyocytes
1344	(7) Artrial cardiomyocytes
1345	(7) Artrial cardiomyocytes
1346	(7) Artrial cardiomyocytes
1347	(7) Artrial cardiomyocytes
1348	(7) Artrial cardiomyocytes
1349	(7) Artrial cardiomyocytes
1350	(7) Artrial cardiomyocytes
1351	(7) Artrial cardiomyocytes
1352	(0) Capillary endothelium
1353	(7) Artrial cardiomyocytes
1354	(7) Artrial cardiomyocytes
1356	(7) Artrial cardiomyocytes
1357	(7) Artrial cardiomyocytes
1358	(7) Artrial cardiomyocytes
1359	(7) Artrial cardiomyocytes
1360	(7) Artrial cardiomyocytes
1361	(7) Artrial cardiomyocytes
1362	(7) Artrial cardiomyocytes
1363	(7) Artrial cardiomyocytes
1365	(7) Artrial cardiomyocytes
1366	(3) Subepicardial cells
1367	(10) Endothelium/ pericytes/ adventia
1369	(7) Artrial cardiomyocytes
1371	(10) Endothelium/ pericytes/ adventia
1373	(7) Artrial cardiomyocytes
1374	(7) Artrial cardiomyocytes
1375	(0) Capillary endothelium
1376	(10) Endothelium/ pericytes/ adventia
1377	(7) Artrial cardiomyocytes
1378	(7) Artrial cardiomyocytes
1379	(7) Artrial cardiomyocytes
1380	(7) Artrial cardiomyocytes
1381	(7) Artrial cardiomyocytes
1382	(7) Artrial cardiomyocytes
1383	(7) Artrial cardiomyocytes
1384	(7) Artrial cardiomyocytes
1385	(7) Artrial cardiomyocytes
1386	(7) Artrial cardiomyocytes
1387	(7) Artrial cardiomyocytes
1388	(7) Artrial cardiomyocytes
1389	(7) Artrial cardiomyocytes
1391	(7) Artrial cardiomyocytes
1393	(7) Artrial cardiomyocytes
1394	(7) Artrial cardiomyocytes
1395	(7) Artrial cardiomyocytes
1396	(7) Artrial cardiomyocytes
1397	(7) Artrial cardiomyocytes
1398	(7) Artrial cardiomyocytes
1399	(7) Artrial cardiomyocytes
1400	(7) Artrial cardiomyocytes
1401	(7) Artrial cardiomyocytes
1403	(7) Artrial cardiomyocytes
1404	(7) Artrial cardiomyocytes
1405	(7) Artrial cardiomyocytes
1407	(0) Capillary endothelium
1408	(7) Artrial cardiomyocytes
1409	(7) Artrial cardiomyocytes
1411	(7) Artrial cardiomyocytes
1412	(7) Artrial cardiomyocytes
1413	(7) Artrial cardiomyocytes
1414	(7) Artrial cardiomyocytes
1415	(12) Cardiomyocytes
1416	(7) Artrial cardiomyocytes
1419	(7) Artrial cardiomyocytes
1420	(7) Artrial cardiomyocytes
1421	(7) Artrial cardiomyocytes
1422	(7) Artrial cardiomyocytes
1423	(7) Artrial cardiomyocytes
1425	(7) Artrial cardiomyocytes
1426	(7) Artrial cardiomyocytes
1427	(7) Artrial cardiomyocytes
1428	(0) Capillary endothelium
1429	(7) Artrial cardiomyocytes
1430	(7) Artrial cardiomyocytes
1431	(7) Artrial cardiomyocytes
1432	(12) Cardiomyocytes
1433	(7) Artrial cardiomyocytes
1434	(7) Artrial cardiomyocytes
1435	(7) Artrial cardiomyocytes
1436	(7) Artrial cardiomyocytes
1437	(7) Artrial cardiomyocytes
1439	(7) Artrial cardiomyocytes
1440	(7) Artrial cardiomyocytes
1441	(7) Artrial cardiomyocytes
1443	(7) Artrial cardiomyocytes
1444	(7) Artrial cardiomyocytes
1446	(7) Artrial cardiomyocytes
1447	(7) Artrial cardiomyocytes
1448	(7) Artrial cardiomyocytes
1449	(7) Artrial cardiomyocytes
1450	(7) Artrial cardiomyocytes
1451	(7) Artrial cardiomyocytes
1453	(7) Artrial cardiomyocytes
1454	(7) Artrial cardiomyocytes
1455	(7) Artrial cardiomyocytes
1456	(7) Artrial cardiomyocytes
1458	(10) Endothelium/ pericytes/ adventia
1459	(10) Endothelium/ pericytes/ adventia
1460	(7) Artrial cardiomyocytes
1461	(7) Artrial cardiomyocytes
1462	(7) Artrial cardiomyocytes
1463	(7) Artrial cardiomyocytes
1464	(7) Artrial cardiomyocytes
1465	(7) Artrial cardiomyocytes
1466	(7) Artrial cardiomyocytes
1467	(7) Artrial cardiomyocytes
1468	(7) Artrial cardiomyocytes
1469	(7) Artrial cardiomyocytes
1470	(7) Artrial cardiomyocytes
1471	(7) Artrial cardiomyocytes
1472	(7) Artrial cardiomyocytes
1473	(7) Artrial cardiomyocytes
1474	(12) Cardiomyocytes
1476	(7) Artrial cardiomyocytes
1478	(7) Artrial cardiomyocytes
1479	(7) Artrial cardiomyocytes
1480	(7) Artrial cardiomyocytes
1481	(0) Capillary endothelium
1482	(7) Artrial cardiomyocytes
1483	(7) Artrial cardiomyocytes
1484	(7) Artrial cardiomyocytes
1485	(7) Artrial cardiomyocytes
1486	(7) Artrial cardiomyocytes
1488	(7) Artrial cardiomyocytes
1489	(7) Artrial cardiomyocytes
1491	(10) Endothelium/ pericytes/ adventia
1492	(7) Artrial cardiomyocytes
1493	(7) Artrial cardiomyocytes
1494	(7) Artrial cardiomyocytes
1495	(7) Artrial cardiomyocytes
1496	(7) Artrial cardiomyocytes
1497	(7) Artrial cardiomyocytes
1498	(7) Artrial cardiomyocytes
1499	(7) Artrial cardiomyocytes
1500	(7) Artrial cardiomyocytes
1501	(7) Artrial cardiomyocytes
1502	(7) Artrial cardiomyocytes
1503	(7) Artrial cardiomyocytes
1504	(7) Artrial cardiomyocytes
1506	(3) Subepicardial cells
1507	(7) Artrial cardiomyocytes
1508	(7) Artrial cardiomyocytes
1509	(7) Artrial cardiomyocytes
1510	(7) Artrial cardiomyocytes
1511	(7) Artrial cardiomyocytes
1512	(7) Artrial cardiomyocytes
1513	(7) Artrial cardiomyocytes
1514	(7) Artrial cardiomyocytes
1515	(2) Fribroblast-like (AV mesenchyme related)
1516	(7) Artrial cardiomyocytes
1517	(10) Endothelium/ pericytes/ adventia
1518	(7) Artrial cardiomyocytes
1519	(7) Artrial cardiomyocytes
1520	(7) Artrial cardiomyocytes
1521	(7) Artrial cardiomyocytes
1522	(7) Artrial cardiomyocytes
1523	(7) Artrial cardiomyocytes
1524	(7) Artrial cardiomyocytes
1525	(0) Capillary endothelium
1526	(7) Artrial cardiomyocytes
1527	(7) Artrial cardiomyocytes
1528	(7) Artrial cardiomyocytes
1529	(7) Artrial cardiomyocytes
1530	(7) Artrial cardiomyocytes
1531	(7) Artrial cardiomyocytes
1532	(7) Artrial cardiomyocytes
1533	(7) Artrial cardiomyocytes
1534	(7) Artrial cardiomyocytes
1535	(7) Artrial cardiomyocytes
1536	(7) Artrial cardiomyocytes
1538	(7) Artrial cardiomyocytes
1539	(7) Artrial cardiomyocytes
1540	(7) Artrial cardiomyocytes
1541	(7) Artrial cardiomyocytes
1542	(7) Artrial cardiomyocytes
1543	(7) Artrial cardiomyocytes
1544	(7) Artrial cardiomyocytes
1545	(7) Artrial cardiomyocytes
1546	(0) Capillary endothelium
1547	(7) Artrial cardiomyocytes
1548	(7) Artrial cardiomyocytes
1549	(7) Artrial cardiomyocytes
1550	(10) Endothelium/ pericytes/ adventia
1551	(7) Artrial cardiomyocytes
1552	(7) Artrial cardiomyocytes
1553	(7) Artrial cardiomyocytes
1554	(7) Artrial cardiomyocytes
1555	(7) Artrial cardiomyocytes
1556	(7) Artrial cardiomyocytes
1557	(7) Artrial cardiomyocytes
1558	(7) Artrial cardiomyocytes
1559	(7) Artrial cardiomyocytes
1560	(7) Artrial cardiomyocytes
1561	(7) Artrial cardiomyocytes
1562	(7) Artrial cardiomyocytes
1563	(7) Artrial cardiomyocytes
1564	(7) Artrial cardiomyocytes
1565	(10) Endothelium/ pericytes/ adventia
1566	(7) Artrial cardiomyocytes
1567	(7) Artrial cardiomyocytes
1568	(7) Artrial cardiomyocytes
1569	(0) Capillary endothelium
1571	(7) Artrial cardiomyocytes
1572	(7) Artrial cardiomyocytes
1573	(8) Fibroblast-like (outflow tract & valve related)
1574	(8) Fibroblast-like (outflow tract & valve related)
1575	(9) Epicardial cells
1576	(9) Epicardial cells
1577	(7) Artrial cardiomyocytes
1578	(9) Epicardial cells
1579	(7) Artrial cardiomyocytes
1580	(7) Artrial cardiomyocytes
1581	(9) Epicardial cells
1582	(9) Epicardial cells
1583	(9) Epicardial cells
1584	(9) Epicardial cells
1585	(9) Epicardial cells
1586	(9) Epicardial cells
1587	(9) Epicardial cells
1588	(9) Epicardial cells
1589	(9) Epicardial cells
1590	(9) Epicardial cells
1591	(7) Artrial cardiomyocytes
1592	(9) Epicardial cells
1593	(9) Epicardial cells
1594	(3) Subepicardial cells
1595	(9) Epicardial cells
1596	(7) Artrial cardiomyocytes
1597	(7) Artrial cardiomyocytes
1598	(9) Epicardial cells
1599	(9) Epicardial cells
1600	(7) Artrial cardiomyocytes
1601	(7) Artrial cardiomyocytes
1602	(7) Artrial cardiomyocytes
1603	(9) Epicardial cells
1604	(9) Epicardial cells
1606	(7) Artrial cardiomyocytes
1608	(9) Epicardial cells
1609	(7) Artrial cardiomyocytes
1610	(9) Epicardial cells
1611	(9) Epicardial cells
1612	(7) Artrial cardiomyocytes
1613	(7) Artrial cardiomyocytes
1614	(9) Epicardial cells
1615	(7) Artrial cardiomyocytes
1616	(9) Epicardial cells
1617	(9) Epicardial cells
1618	(7) Artrial cardiomyocytes
1619	(9) Epicardial cells
1620	(7) Artrial cardiomyocytes
1622	(9) Epicardial cells
1623	(9) Epicardial cells
1624	(9) Epicardial cells
1625	(7) Artrial cardiomyocytes
1626	(7) Artrial cardiomyocytes
1627	(2) Fribroblast-like (AV mesenchyme related)
1628	(7) Artrial cardiomyocytes
1630	(7) Artrial cardiomyocytes
1631	(3) Subepicardial cells
1632	(3) Subepicardial cells
1633	(9) Epicardial cells
1634	(7) Artrial cardiomyocytes
1635	(8) Fibroblast-like (outflow tract & valve related)
1637	(7) Artrial cardiomyocytes
1638	(3) Subepicardial cells
1639	(3) Subepicardial cells
1641	(5) Smooth muscle cells/ fibroblast-like
1642	(7) Artrial cardiomyocytes
1643	(7) Artrial cardiomyocytes
1644	(9) Epicardial cells
1645	(7) Artrial cardiomyocytes
1646	(9) Epicardial cells
1647	(9) Epicardial cells
1648	(2) Fribroblast-like (AV mesenchyme related)
1649	(9) Epicardial cells
1650	(9) Epicardial cells
1651	(9) Epicardial cells
1652	(9) Epicardial cells
1653	(7) Artrial cardiomyocytes
1654	(2) Fribroblast-like (AV mesenchyme related)
1655	(7) Artrial cardiomyocytes
1656	(7) Artrial cardiomyocytes
1657	(9) Epicardial cells
1658	(2) Fribroblast-like (AV mesenchyme related)
1659	(9) Epicardial cells
1660	(7) Artrial cardiomyocytes
1661	(9) Epicardial cells
1662	(7) Artrial cardiomyocytes
1663	(9) Epicardial cells
1664	(4) Fribroblast-like (coronary & mediastinal vasculature related)
1666	(4) Fribroblast-like (coronary & mediastinal vasculature related)
1667	(9) Epicardial cells
1668	(9) Epicardial cells
1669	(7) Artrial cardiomyocytes
1670	(7) Artrial cardiomyocytes
1671	(7) Artrial cardiomyocytes
1672	(9) Epicardial cells
1673	(7) Artrial cardiomyocytes
1674	(7) Artrial cardiomyocytes
1675	(8) Fibroblast-like (outflow tract & valve related)
1676	(3) Subepicardial cells
1677	(7) Artrial cardiomyocytes
1678	(7) Artrial cardiomyocytes
1679	(7) Artrial cardiomyocytes
1680	(3) Subepicardial cells
1681	(5) Smooth muscle cells/ fibroblast-like
1682	(9) Epicardial cells
1683	(7) Artrial cardiomyocytes
1684	(9) Epicardial cells
1685	(7) Artrial cardiomyocytes
1686	(9) Epicardial cells
1687	(9) Epicardial cells
1689	(9) Epicardial cells
1690	(7) Artrial cardiomyocytes
1693	(2) Fribroblast-like (AV mesenchyme related)
1694	(3) Subepicardial cells
1695	(9) Epicardial cells
1696	(7) Artrial cardiomyocytes
1697	(7) Artrial cardiomyocytes
1698	(7) Artrial cardiomyocytes
1699	(7) Artrial cardiomyocytes
1700	(3) Subepicardial cells
1701	(4) Fribroblast-like (coronary & mediastinal vasculature related)
1702	(7) Artrial cardiomyocytes
1703	(7) Artrial cardiomyocytes
1704	(7) Artrial cardiomyocytes
1705	(9) Epicardial cells
1706	(7) Artrial cardiomyocytes
1707	(7) Artrial cardiomyocytes
1708	(0) Capillary endothelium
1709	(7) Artrial cardiomyocytes
1710	(7) Artrial cardiomyocytes
1711	(5) Smooth muscle cells/ fibroblast-like
1712	(7) Artrial cardiomyocytes
1713	(7) Artrial cardiomyocytes
1714	(7) Artrial cardiomyocytes
1716	(7) Artrial cardiomyocytes
1717	(9) Epicardial cells
1718	(3) Subepicardial cells
1719	(7) Artrial cardiomyocytes
1721	(7) Artrial cardiomyocytes
1722	(7) Artrial cardiomyocytes
1723	(7) Artrial cardiomyocytes
1724	(7) Artrial cardiomyocytes
1725	(7) Artrial cardiomyocytes
1726	(7) Artrial cardiomyocytes
1727	(7) Artrial cardiomyocytes
1728	(7) Artrial cardiomyocytes
1729	(7) Artrial cardiomyocytes
1730	(7) Artrial cardiomyocytes
1731	(7) Artrial cardiomyocytes
1732	(7) Artrial cardiomyocytes
1733	(7) Artrial cardiomyocytes
1734	(7) Artrial cardiomyocytes
1735	(7) Artrial cardiomyocytes
1736	(8) Fibroblast-like (outflow tract & valve related)
1737	(7) Artrial cardiomyocytes
1738	(10) Endothelium/ pericytes/ adventia
1739	(7) Artrial cardiomyocytes
1741	(9) Epicardial cells
1742	(7) Artrial cardiomyocytes
1743	(7) Artrial cardiomyocytes
1744	(9) Epicardial cells
1745	(7) Artrial cardiomyocytes
1746	(7) Artrial cardiomyocytes
1747	(9) Epicardial cells
1748	(7) Artrial cardiomyocytes
1749	(7) Artrial cardiomyocytes
1751	(7) Artrial cardiomyocytes
1752	(7) Artrial cardiomyocytes
1753	(9) Epicardial cells
1755	(7) Artrial cardiomyocytes
1756	(9) Epicardial cells
1757	(7) Artrial cardiomyocytes
1758	(10) Endothelium/ pericytes/ adventia
1759	(7) Artrial cardiomyocytes
1760	(7) Artrial cardiomyocytes
1762	(7) Artrial cardiomyocytes
1763	(7) Artrial cardiomyocytes
1764	(7) Artrial cardiomyocytes
1765	(7) Artrial cardiomyocytes
1766	(7) Artrial cardiomyocytes
1767	(7) Artrial cardiomyocytes
1768	(7) Artrial cardiomyocytes
1769	(10) Endothelium/ pericytes/ adventia
1770	(7) Artrial cardiomyocytes
1771	(7) Artrial cardiomyocytes
1772	(7) Artrial cardiomyocytes
1773	(7) Artrial cardiomyocytes
1774	(9) Epicardial cells
1775	(7) Artrial cardiomyocytes
1776	(7) Artrial cardiomyocytes
1777	(7) Artrial cardiomyocytes
1778	(9) Epicardial cells
1779	(7) Artrial cardiomyocytes
1781	(5) Smooth muscle cells/ fibroblast-like
1782	(7) Artrial cardiomyocytes
1783	(7) Artrial cardiomyocytes
1784	(12) Cardiomyocytes
1786	(7) Artrial cardiomyocytes
1787	(8) Fibroblast-like (outflow tract & valve related)
1788	(8) Fibroblast-like (outflow tract & valve related)
1789	(7) Artrial cardiomyocytes
1790	(7) Artrial cardiomyocytes
1791	(0) Capillary endothelium
1792	(7) Artrial cardiomyocytes
1793	(7) Artrial cardiomyocytes
1795	(7) Artrial cardiomyocytes
1796	(7) Artrial cardiomyocytes
1799	(7) Artrial cardiomyocytes
1800	(10) Endothelium/ pericytes/ adventia
1801	(7) Artrial cardiomyocytes
1803	(10) Endothelium/ pericytes/ adventia
1804	(7) Artrial cardiomyocytes
1805	(7) Artrial cardiomyocytes
1806	(9) Epicardial cells
1807	(9) Epicardial cells
1808	(7) Artrial cardiomyocytes
1809	(7) Artrial cardiomyocytes
1810	(7) Artrial cardiomyocytes
1811	(8) Fibroblast-like (outflow tract & valve related)
1812	(10) Endothelium/ pericytes/ adventia
1813	(12) Cardiomyocytes
1814	(7) Artrial cardiomyocytes
1816	(7) Artrial cardiomyocytes
1817	(7) Artrial cardiomyocytes
1818	(7) Artrial cardiomyocytes
1820	(0) Capillary endothelium
1821	(7) Artrial cardiomyocytes
1822	(7) Artrial cardiomyocytes
1823	(0) Capillary endothelium
1825	(7) Artrial cardiomyocytes
1826	(9) Epicardial cells
1827	(4) Fribroblast-like (coronary & mediastinal vasculature related)
1828	(7) Artrial cardiomyocytes
1829	(7) Artrial cardiomyocytes
1830	(7) Artrial cardiomyocytes
1831	(7) Artrial cardiomyocytes
1832	(9) Epicardial cells
1833	(7) Artrial cardiomyocytes
1834	(7) Artrial cardiomyocytes
1835	(7) Artrial cardiomyocytes
1836	(7) Artrial cardiomyocytes
1837	(7) Artrial cardiomyocytes
1838	(9) Epicardial cells
1839	(7) Artrial cardiomyocytes
1840	(7) Artrial cardiomyocytes
1841	(7) Artrial cardiomyocytes
1842	(7) Artrial cardiomyocytes
1843	(7) Artrial cardiomyocytes
1844	(7) Artrial cardiomyocytes
1845	(9) Epicardial cells
1846	(7) Artrial cardiomyocytes
1847	(7) Artrial cardiomyocytes
1848	(7) Artrial cardiomyocytes
1849	(7) Artrial cardiomyocytes
1850	(7) Artrial cardiomyocytes
1851	(9) Epicardial cells
1852	(7) Artrial cardiomyocytes
1853	(7) Artrial cardiomyocytes
1854	(9) Epicardial cells
1855	(7) Artrial cardiomyocytes
1856	(7) Artrial cardiomyocytes
1857	(7) Artrial cardiomyocytes
1859	(7) Artrial cardiomyocytes
1860	(7) Artrial cardiomyocytes
1861	(7) Artrial cardiomyocytes
1862	(7) Artrial cardiomyocytes
1863	(7) Artrial cardiomyocytes
1864	(7) Artrial cardiomyocytes
1865	(7) Artrial cardiomyocytes
1866	(7) Artrial cardiomyocytes
1867	(7) Artrial cardiomyocytes
1868	(7) Artrial cardiomyocytes
1869	(7) Artrial cardiomyocytes
1870	(7) Artrial cardiomyocytes
1871	(7) Artrial cardiomyocytes
1872	(7) Artrial cardiomyocytes
1873	(7) Artrial cardiomyocytes
1874	(9) Epicardial cells
1875	(7) Artrial cardiomyocytes
1876	(7) Artrial cardiomyocytes
1877	(7) Artrial cardiomyocytes
1878	(7) Artrial cardiomyocytes
1879	(7) Artrial cardiomyocytes
1880	(7) Artrial cardiomyocytes
1881	(7) Artrial cardiomyocytes
1882	(7) Artrial cardiomyocytes
1883	(7) Artrial cardiomyocytes
1884	(7) Artrial cardiomyocytes
1885	(7) Artrial cardiomyocytes
1886	(7) Artrial cardiomyocytes
1887	(7) Artrial cardiomyocytes
1888	(7) Artrial cardiomyocytes
1889	(7) Artrial cardiomyocytes
1890	(7) Artrial cardiomyocytes
1891	(7) Artrial cardiomyocytes
1892	(0) Capillary endothelium
1893	(7) Artrial cardiomyocytes
1894	(7) Artrial cardiomyocytes
1895	(0) Capillary endothelium
1896	(7) Artrial cardiomyocytes
1897	(7) Artrial cardiomyocytes
1898	(0) Capillary endothelium
1899	(7) Artrial cardiomyocytes
1900	(7) Artrial cardiomyocytes
1902	(7) Artrial cardiomyocytes
1904	(10) Endothelium/ pericytes/ adventia
1905	(7) Artrial cardiomyocytes
1906	(7) Artrial cardiomyocytes
1907	(7) Artrial cardiomyocytes
1908	(7) Artrial cardiomyocytes
1911	(7) Artrial cardiomyocytes
1912	(7) Artrial cardiomyocytes
1913	(7) Artrial cardiomyocytes
1914	(0) Capillary endothelium
1915	(7) Artrial cardiomyocytes
1917	(7) Artrial cardiomyocytes
1919	(7) Artrial cardiomyocytes
1920	(7) Artrial cardiomyocytes
1922	(7) Artrial cardiomyocytes
1923	(7) Artrial cardiomyocytes
1924	(7) Artrial cardiomyocytes
1926	(7) Artrial cardiomyocytes
1927	(7) Artrial cardiomyocytes
1928	(7) Artrial cardiomyocytes
1929	(7) Artrial cardiomyocytes
1930	(7) Artrial cardiomyocytes
1931	(7) Artrial cardiomyocytes
1932	(7) Artrial cardiomyocytes
1933	(7) Artrial cardiomyocytes
1934	(7) Artrial cardiomyocytes
1935	(7) Artrial cardiomyocytes
1936	(7) Artrial cardiomyocytes
1937	(7) Artrial cardiomyocytes
1938	(7) Artrial cardiomyocytes
1939	(7) Artrial cardiomyocytes
1940	(7) Artrial cardiomyocytes
1941	(7) Artrial cardiomyocytes
1942	(7) Artrial cardiomyocytes
1943	(7) Artrial cardiomyocytes
1944	(9) Epicardial cells
1945	(7) Artrial cardiomyocytes
1946	(7) Artrial cardiomyocytes
1947	(7) Artrial cardiomyocytes
1948	(7) Artrial cardiomyocytes
1955	(2) Fribroblast-like (AV mesenchyme related)
1956	(8) Fibroblast-like (outflow tract & valve related)
1958	(8) Fibroblast-like (outflow tract & valve related)
1959	(5) Smooth muscle cells/ fibroblast-like
1960	(2) Fribroblast-like (AV mesenchyme related)
1961	(8) Fibroblast-like (outflow tract & valve related)
1962	(8) Fibroblast-like (outflow tract & valve related)
1963	(5) Smooth muscle cells/ fibroblast-like
1964	(10) Endothelium/ pericytes/ adventia
1965	(5) Smooth muscle cells/ fibroblast-like
1966	(9) Epicardial cells
1967	(2) Fribroblast-like (AV mesenchyme related)
1968	(3) Subepicardial cells
1969	(14) Cells related to cardiac neural crest
1970	(9) Epicardial cells
1971	(8) Fibroblast-like (outflow tract & valve related)
1972	(5) Smooth muscle cells/ fibroblast-like
1973	(5) Smooth muscle cells/ fibroblast-like
1975	(4) Fribroblast-like (coronary & mediastinal vasculature related)
1976	(4) Fribroblast-like (coronary & mediastinal vasculature related)
1978	(8) Fibroblast-like (outflow tract & valve related)
1980	(2) Fribroblast-like (AV mesenchyme related)
1981	(9) Epicardial cells
1982	(4) Fribroblast-like (coronary & mediastinal vasculature related)
1983	(5) Smooth muscle cells/ fibroblast-like
1984	(4) Fribroblast-like (coronary & mediastinal vasculature related)
1985	(5) Smooth muscle cells/ fibroblast-like
1986	(9) Epicardial cells
1987	(9) Epicardial cells
1988	(5) Smooth muscle cells/ fibroblast-like
1989	(2) Fribroblast-like (AV mesenchyme related)
1990	(4) Fribroblast-like (coronary & mediastinal vasculature related)
1991	(3) Subepicardial cells
1992	(8) Fibroblast-like (outflow tract & valve related)
1993	(2) Fribroblast-like (AV mesenchyme related)
1994	(5) Smooth muscle cells/ fibroblast-like
1995	(5) Smooth muscle cells/ fibroblast-like
1996	(5) Smooth muscle cells/ fibroblast-like
1998	(2) Fribroblast-like (AV mesenchyme related)
1999	(0) Capillary endothelium
2000	(2) Fribroblast-like (AV mesenchyme related)
2001	(3) Subepicardial cells
2002	(8) Fibroblast-like (outflow tract & valve related)
2003	(2) Fribroblast-like (AV mesenchyme related)
2004	(3) Subepicardial cells
2005	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2006	(8) Fibroblast-like (outflow tract & valve related)
2007	(5) Smooth muscle cells/ fibroblast-like
2008	(5) Smooth muscle cells/ fibroblast-like
2009	(5) Smooth muscle cells/ fibroblast-like
2010	(5) Smooth muscle cells/ fibroblast-like
2011	(2) Fribroblast-like (AV mesenchyme related)
2012	(8) Fibroblast-like (outflow tract & valve related)
2013	(8) Fibroblast-like (outflow tract & valve related)
2014	(8) Fibroblast-like (outflow tract & valve related)
2015	(5) Smooth muscle cells/ fibroblast-like
2016	(9) Epicardial cells
2020	(8) Fibroblast-like (outflow tract & valve related)
2021	(3) Subepicardial cells
2022	(3) Subepicardial cells
2024	(2) Fribroblast-like (AV mesenchyme related)
2025	(8) Fibroblast-like (outflow tract & valve related)
2026	(9) Epicardial cells
2027	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2028	(2) Fribroblast-like (AV mesenchyme related)
2029	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2030	(2) Fribroblast-like (AV mesenchyme related)
2031	(5) Smooth muscle cells/ fibroblast-like
2032	(8) Fibroblast-like (outflow tract & valve related)
2033	(9) Epicardial cells
2034	(5) Smooth muscle cells/ fibroblast-like
2036	(2) Fribroblast-like (AV mesenchyme related)
2037	(5) Smooth muscle cells/ fibroblast-like
2038	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2039	(2) Fribroblast-like (AV mesenchyme related)
2040	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2041	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2042	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2043	(8) Fibroblast-like (outflow tract & valve related)
2044	(9) Epicardial cells
2045	(5) Smooth muscle cells/ fibroblast-like
2046	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2047	(5) Smooth muscle cells/ fibroblast-like
2048	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2049	(3) Subepicardial cells
2050	(2) Fribroblast-like (AV mesenchyme related)
2051	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2052	(5) Smooth muscle cells/ fibroblast-like
2053	(5) Smooth muscle cells/ fibroblast-like
2054	(5) Smooth muscle cells/ fibroblast-like
2055	(2) Fribroblast-like (AV mesenchyme related)
2057	(3) Subepicardial cells
2058	(9) Epicardial cells
2059	(0) Capillary endothelium
2060	(5) Smooth muscle cells/ fibroblast-like
2061	(5) Smooth muscle cells/ fibroblast-like
2062	(5) Smooth muscle cells/ fibroblast-like
2063	(5) Smooth muscle cells/ fibroblast-like
2064	(2) Fribroblast-like (AV mesenchyme related)
2065	(5) Smooth muscle cells/ fibroblast-like
2066	(14) Cells related to cardiac neural crest
2067	(2) Fribroblast-like (AV mesenchyme related)
2068	(3) Subepicardial cells
2069	(5) Smooth muscle cells/ fibroblast-like
2070	(2) Fribroblast-like (AV mesenchyme related)
2071	(4) Fribroblast-like (coronary & mediastinal vasculature related)
