sample_name	bio_celltype
F2S4_150430_003_E01	L5 PT CTX
F2S4_150422_002_A01	L5 PT CTX
F2S4_150422_002_B01	L5 PT CTX
F2S4_150422_002_C01	L5 IT CTX
F2S4_150422_002_D01	L5 PT CTX
F2S4_150422_002_E01	L5 IT CTX
F2S4_150422_002_F01	L5 IT CTX
F2S4_150422_002_G01	L5 IT CTX
F2S4_150422_002_H01	L5 IT CTX
F2S4_150427_001_A01	L5 IT CTX
F2S4_150427_001_B01	L5 IT CTX
F2S4_150427_001_C01	L4/5 IT CTX
F2S4_150427_001_D01	L5 PT CTX
F2S4_150427_001_E01	L5 PT CTX
F2S4_150427_001_F01	L5 IT CTX
F2S4_150427_001_G01	L5 IT CTX
F2S4_150427_001_H01	L5 PT CTX
F2S4_150428_001_A01	L5 PT CTX
F2S4_150428_001_B01	L5 PT CTX
F2S4_150428_001_C01	L5 PT CTX
F2S4_150428_001_D01	L5 IT CTX
F2S4_150428_001_E01	L5 IT CTX
F2S4_150428_001_F01	L5 PT CTX
F2S4_150428_001_G01	L5 PT CTX
F2S4_150428_001_H01	L5 PT CTX
F2S4_150430_003_A01	L5 PT CTX
F2S4_150430_003_B01	L4/5 IT CTX
F2S4_150430_003_C01	L4/5 IT CTX
F2S4_150430_003_D01	L5 PT CTX
F2S4_150430_003_F01	L4/5 IT CTX
F2S4_150430_003_G01	L5 PT CTX
F2S4_150430_003_H01	L5 PT CTX
F2S4_150427_009_A01	L5 IT CTX
F2S4_150427_009_B01	L5 PT CTX
F2S4_150427_009_C01	L4/5 IT CTX
F2S4_150427_009_D01	L5 PT CTX
F2S4_150427_009_E01	L5 IT CTX
F2S4_150427_009_F01	L5 PT CTX
F2S4_150427_009_G01	L5 IT CTX
F2S4_150427_009_H01	L5 IT CTX
F2S4_150428_003_A01	L5 PT CTX
F2S4_150428_003_B01	L5 PT CTX
F2S4_150428_003_C01	L5 PT CTX
F2S4_150428_003_D01	L5 IT CTX
F2S4_150428_003_E01	L5 PT CTX
F2S4_150428_003_G01	L5 PT CTX
F2S4_150428_003_H01	L4/5 IT CTX
F2S4_150429_003_A01	L5 PT CTX
F2S4_150429_003_B01	L5 IT CTX
F2S4_150429_003_C01	L5 IT CTX
F2S4_150429_003_D01	L5 IT CTX
F2S4_150429_003_E01	L5 PT CTX
F2S4_150429_003_F01	L5 PT CTX
F2S4_150429_003_G01	L5 IT CTX
F2S4_150429_003_H01	L4/5 IT CTX
F2S4_150430_010_A01	L5 IT CTX
F2S4_150430_010_B01	L5 PT CTX
F2S4_150430_010_C01	L5 PT CTX
F2S4_150430_010_D01	L5 PT CTX
F2S4_150430_010_E01	L5 PT CTX
F2S4_150430_010_F01	L4/5 IT CTX
F2S4_150430_010_G01	L5 PT CTX
F2S4_150430_010_H01	L5 PT CTX
F2S4_150430_012_A01	L5 IT CTX
F2S4_150430_012_B01	L5 PT CTX
F2S4_150430_012_C01	L5 PT CTX
F2S4_150430_012_D01	L5 PT CTX
F2S4_150430_012_E01	L5 PT CTX
F2S4_150430_012_F01	L5 IT CTX
F2S4_150430_012_G01	L5 PT CTX
F2S4_150430_012_H01	L5 PT CTX
F2S4_150427_003_A01	L4/5 IT CTX
F2S4_150427_005_A01	L4/5 IT CTX
F2S4_150429_001_A01	L5 PT CTX
F2S4_150430_001_A01	L4/5 IT CTX
F2S4_150430_005_A01	L5 PT CTX
F2S4_150422_006_A01	L4/5 IT CTX
F2S4_150427_011_A01	L5 PT CTX
F2S4_150428_005_A01	L5 PT CTX
F2S4_150429_005_A01	L5 IT CTX
F2S4_150427_003_B01	L5 IT CTX
F2S4_150427_005_B01	L4/5 IT CTX
F2S4_150429_001_B01	L5 PT CTX
F2S4_150430_001_B01	L5 PT CTX
F2S4_150430_005_B01	L5 PT CTX
F2S4_150422_006_B01	L6 IT CTX
F2S4_150427_011_B01	L6 CT CTX
F2S4_150428_005_B01	L5 PT CTX
F2S4_150429_005_B01	L4/5 IT CTX
F2S4_150427_003_C01	L5 PT CTX
F2S4_150427_005_C01	L5 IT CTX
F2S4_150429_001_C01	L4/5 IT CTX
F2S4_150430_001_C01	L5 IT CTX
F2S4_150430_005_C01	L5 PT CTX
F2S4_150422_006_C01	L5 IT CTX
F2S4_150427_011_C01	L5 PT CTX
F2S4_150428_005_C01	L5 IT CTX
F2S4_150429_005_C01	L5 PT CTX
F2S4_150427_003_D01	L5 PT CTX
F2S4_150427_005_D01	L5 PT CTX
F2S4_150429_001_D01	L4/5 IT CTX
F2S4_150430_001_D01	L5 PT CTX
F2S4_150430_005_D01	L5 PT CTX
F2S4_150422_006_D01	L4/5 IT CTX
F2S4_150427_011_D01	L5 PT CTX
F2S4_150428_005_D01	L4/5 IT CTX
F2S4_150429_005_D01	L5 PT CTX
F2S4_150427_003_E01	L5 IT CTX
F2S4_150427_005_E01	L5 PT CTX
F2S4_150429_001_E01	L5 IT CTX
F2S4_150430_001_E01	L5 IT CTX
F2S4_150430_005_E01	L5 IT CTX
F2S4_150422_006_E01	L4/5 IT CTX
F2S4_150427_011_E01	L5 IT CTX
F2S4_150428_005_E01	L5 PT CTX
F2S4_150429_005_E01	L5 IT CTX
F2S4_150427_003_F01	L5 PT CTX
F2S4_150427_005_F01	L5 IT CTX
F2S4_150429_001_F01	L5 PT CTX
F2S4_150430_001_F01	L5 IT CTX
F2S4_150430_005_F01	L5 PT CTX
F2S4_150422_006_F01	L5 IT CTX
F2S4_150427_011_F01	L5 IT CTX
F2S4_150428_005_F01	L4/5 IT CTX
F2S4_150429_005_F01	L5 PT CTX
F2S4_150427_003_G01	L5 IT CTX
F2S4_150427_005_G01	L5 PT CTX
F2S4_150429_001_G01	L5 PT CTX
F2S4_150430_001_G01	L5 IT CTX
F2S4_150430_005_G01	L5 IT CTX
F2S4_150422_006_G01	L5 PT CTX
F2S4_150427_011_G01	L5 PT CTX
F2S4_150428_005_G01	L5 PT CTX
F2S4_150429_005_G01	L5 PT CTX
F2S4_150427_003_H01	L5 IT CTX
F2S4_150427_005_H01	L5 NP CTX
F2S4_150429_001_H01	L5 IT CTX
F2S4_150430_001_H01	L4/5 IT CTX
F2S4_150430_005_H01	L5 IT CTX
F2S4_150422_006_H01	L5 IT CTX
F2S4_150427_011_H01	L5 PT CTX
F2S4_150428_005_H01	L5 IT CTX
F2S4_150429_005_H01	L5 PT CTX
F2S4_151217_005_C01	L4/5 IT CTX
F2S4_151217_005_E01	L4/5 IT CTX
F2S4_151217_005_F01	L4/5 IT CTX
F2S4_151217_005_G01	L4/5 IT CTX
F2S4_151217_005_H01	L4/5 IT CTX
F2S4_151217_006_A01	L4/5 IT CTX
F2S4_151217_006_B01	Vip
F2S4_151217_006_C01	L2/3 IT CTX-1
F2S4_151217_006_D01	L4/5 IT CTX
F2S4_151217_006_E01	L4/5 IT CTX
F2S4_151217_006_F01	L4/5 IT CTX
F2S4_151217_006_G01	L4/5 IT CTX
F2S4_151217_006_H01	Lamp5
F2S4_151217_009_A01	L5 NP CTX
F2S4_151217_009_B01	Sst
F2S4_151217_009_C01	Vip
F2S4_151217_009_D01	L4/5 IT CTX
F2S4_151217_009_E01	Vip
F2S4_151217_009_F01	Vip
F2S4_151217_009_G01	Vip
F2S4_151217_009_H01	Vip
F2S4_151217_010_A01	Vip
F2S4_151217_010_B01	L5 NP CTX
F2S4_151217_010_D01	L4/5 IT CTX
F2S4_151217_010_E01	Vip
F2S4_151217_010_F01	L5 NP CTX
F2S4_151217_010_G01	L5 IT CTX
F2S4_151217_010_H01	Sst
F2S4_151217_013_B01	L6 CT CTX
F2S4_151217_013_C01	L6 IT CTX
F2S4_151217_013_D01	L6 CT CTX
F2S4_151217_013_E01	Lamp5
F2S4_151217_013_F01	L6 IT CTX
F2S4_151217_013_G01	L5 NP CTX
F2S4_151217_013_H01	L6 IT CTX
F2S4_151217_014_A01	L6 IT CTX
F2S4_151217_014_B01	L6 IT CTX
F2S4_151217_014_C01	L6 IT CTX
F2S4_151217_014_D01	L6 IT CTX
F2S4_151217_014_G01	L6 IT CTX
F2S4_151217_014_H01	L6 IT CTX
F2S4_151223_004_A01	Lamp5
F2S4_151223_004_B01	Vip
F2S4_151223_004_C01	Lamp5
F2S4_151223_004_D01	Vip
F2S4_151223_004_E01	Vip
F2S4_151223_004_F01	Lamp5
F2S4_151223_004_G01	Lamp5
F2S4_151223_004_H01	Vip
F2S4_151223_005_A01	Vip
F2S4_151223_005_B01	Vip
F2S4_151223_005_C01	Vip
F2S4_151223_005_D01	Vip
F2S4_151223_005_E01	Lamp5
F2S4_151223_005_G01	Vip
F2S4_151223_006_A01	Vip
F2S4_151223_006_C01	Lamp5
F2S4_151223_006_D01	Lamp5
F2S4_151223_006_E01	Vip
F2S4_151223_006_F01	Vip
F2S4_151223_006_G01	Vip
F2S4_151223_006_H01	Vip
F2S4_151223_015_A01	Vip
F2S4_151223_015_B01	Lamp5
F2S4_151223_015_C01	Lamp5
F2S4_151223_015_D01	Vip
F2S4_151223_015_E01	Lamp5
F2S4_151223_015_F01	Lamp5
F2S4_151223_015_G01	Vip
F2S4_151223_015_H01	Lamp5
F2S4_151223_016_A01	Vip
F2S4_151223_016_B01	Lamp5
F2S4_151223_016_C01	Lamp5
F2S4_151223_016_D01	Vip
F2S4_151223_016_E01	Vip
F2S4_151223_016_F01	Lamp5
F2S4_151223_016_G01	Lamp5
F2S4_151223_016_H01	Lamp5
F2S4_151217_007_A01	L2/3 IT CTX-1
F2S4_151217_007_B01	L4/5 IT CTX
F2S4_151217_007_C01	L4/5 IT CTX
F2S4_151217_007_D01	L4/5 IT CTX
F2S4_151217_007_E01	L4/5 IT CTX
F2S4_151217_007_F01	L4/5 IT CTX
F2S4_151217_007_G01	L4/5 IT CTX
F2S4_151217_007_H01	L4/5 IT CTX
F2S4_151217_008_A01	L4/5 IT CTX
F2S4_151217_008_B01	L4/5 IT CTX
F2S4_151217_008_C01	L4/5 IT CTX
F2S4_151217_008_D01	L4/5 IT CTX
F2S4_151217_008_E01	L4/5 IT CTX
F2S4_151217_008_F01	L4/5 IT CTX
F2S4_151217_008_G01	L4/5 IT CTX
F2S4_151217_008_H01	L4/5 IT CTX
F2S4_151217_012_A01	L6 IT CTX
F2S4_151217_012_C01	L6 IT CTX
F2S4_151217_012_E01	L6 IT CTX
F2S4_151217_012_G01	L5 NP CTX
F2S4_151217_012_H01	L5 NP CTX
F2S4_151223_001_A01	Vip
F2S4_151223_001_B01	Vip
F2S4_151223_001_C01	Vip
F2S4_151223_001_D01	Lamp5
F2S4_151223_001_E01	Lamp5
F2S4_151223_001_F01	Lamp5
F2S4_151223_001_G01	Lamp5
F2S4_151223_001_H01	Lamp5
F2S4_151223_009_A01	Sst
F2S4_151223_009_G01	Sst
F2S4_151223_009_H01	Vip
F2S4_151223_010_C01	Vip
F2S4_151223_010_D01	Sst
F2S4_151223_010_F01	Vip
F2S4_151223_010_G01	Lamp5
F2S4_151223_011_B01	Vip
F2S4_151223_011_E01	Lamp5
F2S4_151223_011_F01	Lamp5
F2S4_151223_011_G01	Sst
F2S4_151223_011_H01	Sst
F2S4_151223_012_A01	Vip
F2S4_151223_012_B01	Vip
F2S4_151223_012_C01	Sst
F2S4_151223_012_D01	Sst
F2S4_151223_012_F01	Vip
F2S4_151223_012_G01	Sst
F2S4_151223_012_H01	Sst
F2S4_151223_013_B01	Lamp5
F2S4_151223_013_C01	Sst
F2S4_151223_013_D01	Sst
F2S4_151223_013_G01	Sst
F2S4_151223_017_A01	Lamp5
F2S4_151223_017_C01	Lamp5
F2S4_151223_017_D01	Lamp5
F2S4_151223_017_F01	Lamp5
F2S4_151223_017_G01	Lamp5
F2S4_151223_017_H01	Lamp5
F2S4_151223_018_A01	Lamp5
F2S4_151223_018_B01	Vip
F2S4_151223_018_C01	Lamp5
F2S4_151223_018_D01	Lamp5
F2S4_151223_018_E01	Lamp5
F2S4_151223_018_F01	Lamp5
F2S4_151223_018_G01	Lamp5
F2S4_151223_018_H01	Vip
F2S4_151223_007_A01	Vip
F2S4_151223_007_B01	Lamp5
F2S4_151223_007_C01	Vip
F2S4_151223_007_D01	Vip
F2S4_151223_007_E01	Sst
F2S4_151223_007_F01	Vip
F2S4_151223_007_G01	Vip
F2S4_151223_007_H01	Vip
F2S4_151223_008_A01	Sst
F2S4_151223_008_B01	Sst
F2S4_151223_008_E01	Sst
F2S4_151223_008_F01	Sst
F2S4_151223_008_G01	Vip
F2S4_151223_008_H01	Vip
F2S4_151223_014_A01	Lamp5
F2S4_151223_014_B01	Lamp5
F2S4_151223_014_E01	Lamp5
F2S4_151223_014_F01	Lamp5
F2S4_151223_014_G01	Vip
F2S4_151223_014_H01	Lamp5
F2S4_160113_005_A01	L2/3 IT CTX-1
F2S4_160113_005_B01	L2/3 IT CTX-1
F2S4_160113_005_C01	L2/3 IT CTX-1
F2S4_160113_005_D01	L2/3 IT CTX-1
F2S4_160113_005_E01	L2/3 IT CTX-1
F2S4_160113_005_F01	L2/3 IT CTX-1
F2S4_160113_005_G01	Lamp5
F2S4_160113_005_H01	L2/3 IT CTX-1
F2S4_160113_006_A01	L2/3 IT CTX-1
F2S4_160113_006_B01	L2/3 IT CTX-1
F2S4_160113_006_C01	L2/3 IT CTX-1
F2S4_160113_006_D01	L2/3 IT CTX-1
F2S4_160113_006_E01	L2/3 IT CTX-1
F2S4_160113_006_F01	L2/3 IT CTX-1
F2S4_160113_006_G01	L2/3 IT CTX-1
F2S4_160113_006_H01	L2/3 IT CTX-1
F2S4_160113_007_B01	L4/5 IT CTX
F2S4_160113_007_C01	L4/5 IT CTX
F2S4_160113_007_D01	L4/5 IT CTX
F2S4_160113_007_E01	L4/5 IT CTX
F2S4_160113_007_F01	L4/5 IT CTX
F2S4_160113_007_G01	L4/5 IT CTX
F2S4_160113_007_H01	L4/5 IT CTX
F2S4_160113_008_A01	L4/5 IT CTX
F2S4_160113_008_B01	L4/5 IT CTX
F2S4_160113_008_C01	L4/5 IT CTX
F2S4_160113_008_D01	L4/5 IT CTX
F2S4_160113_008_E01	L4/5 IT CTX
F2S4_160113_008_F01	L4/5 IT CTX
F2S4_160113_008_G01	L4/5 IT CTX
F2S4_160113_008_H01	L4/5 IT CTX
F2S4_160113_016_A01	L5 IT CTX
F2S4_160113_016_B01	L5 NP CTX
F2S4_160113_016_C01	L5 IT CTX
F2S4_160113_016_D01	Vip
F2S4_160113_016_E01	L5 NP CTX
F2S4_160113_016_F01	L5 NP CTX
F2S4_160113_016_G01	Lamp5
F2S4_160113_016_H01	L5 IT CTX
F2S4_160113_017_A01	Sst
F2S4_160113_017_C01	L5 PT CTX
F2S4_160113_017_D01	L5 NP CTX
F2S4_160113_017_E01	Vip
F2S4_160113_017_F01	Sst
F2S4_160113_017_G01	L4/5 IT CTX
F2S4_160113_017_H01	Vip
F2S4_160113_018_A01	L6 CT CTX
F2S4_160113_018_B01	L6 CT CTX
F2S4_160113_018_C01	L6 CT CTX
F2S4_160113_018_D01	L6 CT CTX
F2S4_160113_018_E01	L6 IT CTX
F2S4_160113_018_F01	L6 CT CTX
F2S4_160113_018_G01	L6 IT CTX
F2S4_160113_018_H01	L6 IT CTX
F2S4_160113_019_A01	L6 CT CTX
F2S4_160113_019_B01	L6 CT CTX
F2S4_160113_019_C01	L6 IT CTX
F2S4_160113_019_D01	L6 CT CTX
F2S4_160113_019_E01	L6 CT CTX
F2S4_160113_019_F01	L6 IT CTX
F2S4_160113_019_G01	L6 IT CTX
F2S4_160113_019_H01	Vip
F2S4_160113_020_A01	L6 IT CTX
F2S4_160113_020_B01	L6 IT CTX
F2S4_160113_020_C01	L6 CT CTX
F2S4_160113_020_D01	L6 CT CTX
F2S4_160113_020_E01	L6 CT CTX
F2S4_160113_020_F01	L6 IT CTX
F2S4_160113_020_G01	L6 CT CTX
F2S4_160113_020_H01	L6 IT CTX
F2S4_160113_021_A01	L6 IT CTX
F2S4_160113_021_B01	L6 CT CTX
F2S4_160113_021_D01	L6 IT CTX
F2S4_160113_021_E01	L6 IT CTX
F2S4_160113_021_F01	L6 IT CTX
F2S4_160113_021_G01	L6 CT CTX
F2S4_160113_021_H01	L6 IT CTX
F2S4_160113_022_A01	L6 CT CTX
F2S4_160113_022_B01	L6 CT CTX
F2S4_160113_022_C01	L6 CT CTX
F2S4_160113_022_D01	L6 IT CTX
F2S4_160113_022_E01	L6 IT CTX
F2S4_160113_022_F01	L6 CT CTX
F2S4_160113_022_G01	Sst
F2S4_160113_022_H01	L6 IT CTX
F2S4_160115_017_A01	Sst
F2S4_160115_017_B01	Sst
F2S4_160115_017_C01	Lamp5
F2S4_160115_017_D01	Sst
F2S4_160115_017_E01	Vip
F2S4_160115_017_G01	Sst
F2S4_160115_017_H01	Sst
F2S4_160115_018_A01	Vip
F2S4_160115_018_B01	Vip
F2S4_160115_018_C01	Vip
F2S4_160115_018_D01	Lamp5
F2S4_160115_018_E01	Sst
F2S4_160115_018_F01	Sst
F2S4_160115_018_G01	Sst
F2S4_160115_019_B01	Sst
F2S4_160115_019_C01	Sst
F2S4_160115_019_D01	Lamp5
F2S4_160115_019_E01	Vip
F2S4_160115_019_G01	Sst
F2S4_160115_020_A01	Lamp5
F2S4_160115_020_D01	Sst
F2S4_160115_020_E01	Sst
F2S4_160115_020_F01	Vip
F2S4_160115_020_G01	Vip
F2S4_160115_020_H01	Vip
F2S4_160115_024_A01	Lamp5
F2S4_160115_024_B01	Lamp5
F2S4_160115_024_E01	Vip
F2S4_160115_024_F01	Lamp5
F2S4_160115_024_H01	Vip
F2S4_160115_025_A01	Vip
F2S4_160115_025_B01	Lamp5
F2S4_160115_025_D01	Vip
F2S4_160115_025_E01	Lamp5
F2S4_160115_025_F01	Lamp5
F2S4_160115_025_H01	Vip
F2S4_160115_026_A01	Lamp5
F2S4_160115_026_B01	Lamp5
F2S4_160115_026_C01	Lamp5
F2S4_160115_026_D01	Vip
F2S4_160115_026_E01	Lamp5
F2S4_160115_026_G01	Vip
F2S4_160115_026_H01	Vip
F2S4_160115_027_A01	Lamp5
F2S4_160115_027_B01	Vip
F2S4_160115_027_C01	Vip
F2S4_160115_027_D01	Lamp5
F2S4_160115_027_G01	Lamp5
F2S4_160114_013_A01	Vip
F2S4_160114_013_B01	Vip
F2S4_160114_013_C01	Vip
F2S4_160114_013_D01	Lamp5
F2S4_160114_013_E01	Vip
F2S4_160114_013_F01	Vip
F2S4_160114_013_G01	Vip
F2S4_160114_013_H01	Vip
F2S4_160114_005_A01	Sst
F2S4_160114_005_B01	Sst
F2S4_160114_005_C01	Vip
F2S4_160114_005_D01	Vip
F2S4_160114_005_E01	Vip
F2S4_160114_005_F01	Vip
F2S4_160114_005_G01	Sst
F2S4_160114_006_A01	Vip
F2S4_160114_006_C01	Lamp5
F2S4_160114_006_E01	Sst
F2S4_160114_006_F01	Sst
F2S4_160114_006_G01	Sst
F2S4_160114_006_H01	Vip
F2S4_160114_014_A01	Vip
F2S4_160114_014_B01	Lamp5
F2S4_160114_014_C01	Lamp5
F2S4_160114_014_D01	Vip
F2S4_160114_014_E01	Vip
F2S4_160114_014_F01	Lamp5
F2S4_160114_014_G01	Lamp5
F2S4_160114_014_H01	Lamp5
F2S4_160114_015_A01	Sst
F2S4_160114_015_C01	Sst
F2S4_160114_015_G01	Sst
F2S4_160114_020_A01	Vip
F2S4_160114_020_B01	Lamp5
F2S4_160114_020_C01	Vip
F2S4_160114_020_D01	Lamp5
F2S4_160114_020_E01	Vip
F2S4_160114_020_F01	Lamp5
F2S4_160114_020_G01	Vip
F2S4_160114_020_H01	Vip
F2S4_160114_021_A01	Lamp5
F2S4_160114_021_B01	Vip
F2S4_160114_021_C01	Vip
F2S4_160114_021_D01	Lamp5
F2S4_160114_021_E01	Vip
F2S4_160114_021_F01	Vip
F2S4_160114_021_G01	Lamp5
F2S4_160114_021_H01	Vip
F2S4_160115_007_A01	Vip
F2S4_160115_007_B01	Vip
F2S4_160115_007_C01	Lamp5
F2S4_160115_007_D01	Vip
F2S4_160115_007_E01	Vip
F2S4_160115_007_F01	Vip
F2S4_160115_007_G01	Vip
F2S4_160115_007_H01	Lamp5
F2S4_160115_008_C01	Lamp5
F2S4_160115_008_D01	Vip
F2S4_160115_008_E01	Vip
F2S4_160115_008_F01	Lamp5
F2S4_160115_008_G01	Vip
F2S4_160115_008_H01	Lamp5
F2S4_160115_011_A01	Sst
F2S4_160115_011_C01	Vip
F2S4_160115_011_D01	Sst
F2S4_160115_011_E01	Vip
F2S4_160115_011_F01	Vip
F2S4_160115_011_G01	Sst
F2S4_160115_011_H01	Sst
F2S4_160115_012_A01	Sst
F2S4_160115_012_C01	Vip
F2S4_160115_012_D01	Vip
F2S4_160115_012_E01	Vip
F2S4_160115_012_F01	Sst
F2S4_160115_012_H01	Vip
F2S4_160119_005_A01	Vip
F2S4_160119_005_B01	Vip
F2S4_160119_005_D01	Lamp5
F2S4_160119_005_E01	Vip
F2S4_160119_005_F01	Vip
F2S4_160119_005_G01	Lamp5
F2S4_160119_005_H01	Vip
F2S4_160119_006_A01	Lamp5
F2S4_160119_006_B01	Lamp5
F2S4_160119_006_C01	Lamp5
F2S4_160119_006_D01	Lamp5
F2S4_160119_006_E01	Lamp5
F2S4_160119_006_F01	Lamp5
F2S4_160119_006_G01	Lamp5
F2S4_160119_006_H01	Lamp5
F2S4_160120_001_A01	L2/3 IT CTX-1
F2S4_160120_001_B01	L2/3 IT CTX-1
F2S4_160120_001_C01	L2/3 IT CTX-1
F2S4_160120_001_D01	L2/3 IT CTX-1
F2S4_160120_001_E01	L2/3 IT CTX-1
F2S4_160120_001_F01	L2/3 IT CTX-1
F2S4_160120_001_G01	L2/3 IT CTX-1
F2S4_160120_001_H01	L2/3 IT CTX-1
F2S4_160120_002_A01	L2/3 IT CTX-1
F2S4_160120_002_B01	L2/3 IT CTX-1
F2S4_160120_002_C01	L2/3 IT CTX-1
F2S4_160120_002_D01	L2/3 IT CTX-1
F2S4_160120_002_E01	L2/3 IT CTX-1
F2S4_160120_002_F01	L2/3 IT CTX-1
F2S4_160120_002_G01	L2/3 IT CTX-1
F2S4_160120_002_H01	L2/3 IT CTX-1
F2S4_160120_006_B01	L4/5 IT CTX
F2S4_160120_006_C01	L4/5 IT CTX
F2S4_160120_006_D01	L4/5 IT CTX
F2S4_160120_006_E01	L4/5 IT CTX
F2S4_160120_006_F01	L4/5 IT CTX
F2S4_160120_006_G01	L4/5 IT CTX
F2S4_160120_006_H01	L4/5 IT CTX
F2S4_160120_007_A01	L4/5 IT CTX
F2S4_160120_007_B01	L4/5 IT CTX
F2S4_160120_007_C01	L4/5 IT CTX
F2S4_160120_007_D01	L4/5 IT CTX
F2S4_160120_007_E01	L4/5 IT CTX
F2S4_160120_007_F01	L4/5 IT CTX
F2S4_160120_007_G01	L4/5 IT CTX
F2S4_160120_007_H01	L4/5 IT CTX
F2S4_160120_011_A01	L6 IT CTX
F2S4_160120_011_B01	L6 IT CTX
F2S4_160120_011_C01	L5 NP CTX
F2S4_160120_011_D01	L6 IT CTX
F2S4_160120_011_E01	L6 IT CTX
F2S4_160120_011_F01	L6 IT CTX
F2S4_160120_011_G01	L6 IT CTX
F2S4_160120_011_H01	L5 IT CTX
F2S4_160120_012_A01	L6 IT CTX
F2S4_160120_012_B01	L5 NP CTX
F2S4_160120_012_C01	L6 IT CTX
F2S4_160120_012_D01	L6 IT CTX
F2S4_160120_012_E01	L5 PT CTX
F2S4_160120_012_F01	L6 IT CTX
F2S4_160120_012_G01	L6 IT CTX
F2S4_160120_012_H01	L5 PT CTX
F2S4_160120_017_A01	L6 IT CTX
F2S4_160120_017_B01	L6 IT CTX
F2S4_160120_017_C01	L6 IT CTX
F2S4_160120_017_D01	L6 IT CTX
F2S4_160120_017_E01	L6 IT CTX
F2S4_160120_017_F01	L6 IT CTX
F2S4_160120_017_G01	L6 IT CTX
F2S4_160120_017_H01	L6b CTX
F2S4_160120_018_A01	L6 CT CTX
F2S4_160120_018_B01	L6 IT CTX
F2S4_160120_018_C01	L6 IT CTX
F2S4_160120_018_D01	L6 IT CTX
F2S4_160120_018_E01	L6 IT CTX
F2S4_160120_018_F01	L6 CT CTX
F2S4_160120_018_G01	L6 IT CTX
F2S4_160120_018_H01	L6 CT CTX
F2S4_160113_025_A01	L6 CT CTX
F2S4_160113_025_B01	L6 IT CTX
F2S4_160113_025_C01	L6 CT CTX
F2S4_160113_025_D01	L6 IT CTX
F2S4_160113_025_E01	L6 CT CTX
F2S4_160113_025_F01	L6 CT CTX
F2S4_160113_025_G01	L6 IT CTX
F2S4_160113_025_H01	L6 CT CTX
F2S4_160115_022_A01	Vip
F2S4_160115_022_B01	Vip
F2S4_160115_022_C01	Sst
F2S4_160115_022_D01	Sst
F2S4_160115_022_E01	Sst
F2S4_160115_022_F01	Vip
F2S4_160115_022_G01	Sst
F2S4_160115_022_H01	Sst
F2S4_160115_023_A01	Lamp5
F2S4_160115_023_B01	Vip
F2S4_160115_023_C01	Sst
F2S4_160115_023_D01	Lamp5
F2S4_160115_023_E01	Vip
F2S4_160115_023_F01	Vip
F2S4_160115_023_G01	Sst
F2S4_160115_023_H01	Sst
F2S4_160120_003_A01	L2/3 IT CTX-1
F2S4_160120_003_B01	L2/3 IT CTX-1
F2S4_160120_003_C01	L2/3 IT CTX-1
F2S4_160120_003_D01	L2/3 IT CTX-1
F2S4_160120_003_E01	L2/3 IT CTX-1
F2S4_160120_003_F01	L2/3 IT CTX-1
F2S4_160120_003_G01	L2/3 IT CTX-1
F2S4_160120_003_H01	L2/3 IT CTX-1
F2S4_160120_004_A01	L2/3 IT CTX-1
F2S4_160120_004_B01	L2/3 IT CTX-1
F2S4_160120_004_C01	L2/3 IT CTX-1
F2S4_160120_004_D01	L2/3 IT CTX-1
F2S4_160120_004_E01	L2/3 IT CTX-1
F2S4_160120_004_F01	L2/3 IT CTX-1
F2S4_160120_004_G01	L2/3 IT CTX-1
F2S4_160120_004_H01	L2/3 IT CTX-1
F2S4_160120_008_A01	L4/5 IT CTX
F2S4_160120_008_B01	L4/5 IT CTX
F2S4_160120_008_C01	L4/5 IT CTX
F2S4_160120_008_D01	L4/5 IT CTX
F2S4_160120_008_E01	L4/5 IT CTX
F2S4_160120_008_G01	L4/5 IT CTX
F2S4_160120_008_H01	L4/5 IT CTX
F2S4_160120_009_A01	L4/5 IT CTX
F2S4_160120_009_B01	L4/5 IT CTX
F2S4_160120_009_C01	L4/5 IT CTX
F2S4_160120_009_D01	L4/5 IT CTX
F2S4_160120_009_E01	L4/5 IT CTX
F2S4_160120_009_F01	L4/5 IT CTX
F2S4_160120_009_G01	L4/5 IT CTX
F2S4_160120_009_H01	L4/5 IT CTX
F2S4_160120_013_A01	L6 IT CTX
F2S4_160120_013_B01	L5 IT CTX
F2S4_160120_013_C01	L6 IT CTX
F2S4_160120_013_D01	L5 PT CTX
F2S4_160120_013_E01	L6 IT CTX
F2S4_160120_013_F01	L6 IT CTX
F2S4_160120_013_H01	L6 IT CTX
F2S4_160120_014_A01	L5 NP CTX
F2S4_160120_014_B01	L6 IT CTX
F2S4_160120_014_C01	L6 IT CTX
F2S4_160120_014_D01	L6 IT CTX
F2S4_160120_014_E01	L6 IT CTX
F2S4_160120_014_F01	L6 IT CTX
F2S4_160120_014_G01	L6 IT CTX
F2S4_160120_014_H01	L6 IT CTX
F2S4_160120_019_A01	L6 IT CTX
F2S4_160120_019_B01	L6 IT CTX
F2S4_160120_019_C01	L6 IT CTX
F2S4_160120_019_D01	L6 IT CTX
F2S4_160120_019_E01	L6 IT CTX
F2S4_160120_019_F01	L6 CT CTX
F2S4_160120_019_G01	L6 IT CTX
F2S4_160120_019_H01	L6 IT CTX
F2S4_160120_020_A01	L6 IT CTX
