sample_name	bio_celltype
F2S4_160824_002_G01	L4/5 IT CTX
F2S4_160824_002_H01	Vip
F2S4_160825_025_B01	L6 IT CTX
F2S4_160825_025_C01	L6 IT CTX
F2S4_160825_025_D01	L6 CT CTX
F2S4_160825_025_E01	L6 CT CTX
F2S4_160825_025_F01	L6 CT CTX
F2S4_160825_025_G01	L5 NP CTX
F2S4_160825_025_H01	L6 IT CTX
F2S4_160825_026_A01	L6 IT CTX
F2S4_160825_026_C01	L5 NP CTX
F2S4_160825_026_D01	L6 CT CTX
F2S4_160825_026_E01	L6 CT CTX
F2S4_160825_026_F01	L6 CT CTX
F2S4_160825_026_G01	L6 IT CTX
F2S4_160825_026_H01	L6 CT CTX
F2S4_160825_027_A01	L6 CT CTX
F2S4_160825_027_B01	L5 NP CTX
F2S4_160825_027_D01	L6 CT CTX
F2S4_160825_027_E01	L6 IT CTX
F2S4_160825_027_F01	L5 NP CTX
F2S4_160825_027_G01	Sst
F2S4_160825_027_H01	L6 CT CTX
F2S4_160824_037_A01	L4/5 IT CTX
F2S4_160824_037_B01	L4/5 IT CTX
F2S4_160824_037_C01	L4/5 IT CTX
F2S4_160824_037_D01	L5 IT CTX
F2S4_160824_037_E01	L4/5 IT CTX
F2S4_160824_037_F01	L5 IT CTX
F2S4_160824_037_G01	L4/5 IT CTX
F2S4_160824_037_H01	L4/5 IT CTX
F2S4_160824_038_A01	L4/5 IT CTX
F2S4_160824_038_B01	L4/5 IT CTX
F2S4_160824_038_C01	L4/5 IT CTX
F2S4_160824_038_D01	L4/5 IT CTX
F2S4_160824_038_E01	L4/5 IT CTX
F2S4_160824_038_F01	L4/5 IT CTX
F2S4_160824_038_G01	L4/5 IT CTX
F2S4_160824_038_H01	L4/5 IT CTX
F2S4_160824_039_A01	L4/5 IT CTX
F2S4_160824_039_B01	L4/5 IT CTX
F2S4_160824_039_C01	L5 IT CTX
F2S4_160824_039_D01	L4/5 IT CTX
F2S4_160824_039_E01	Vip
F2S4_160824_039_F01	L4/5 IT CTX
F2S4_160824_039_G01	L4/5 IT CTX
F2S4_160824_039_H01	L4/5 IT CTX
F2S4_160825_007_A01	L4/5 IT CTX
F2S4_160825_007_B01	L2/3 IT CTX-1
F2S4_160825_007_C01	L2/3 IT CTX-1
F2S4_160825_007_D01	L2/3 IT CTX-1
F2S4_160825_007_E01	L2/3 IT CTX-1
F2S4_160825_007_F01	L2/3 IT CTX-1
F2S4_160825_007_G01	L2/3 IT CTX-1
F2S4_160825_007_H01	L2/3 IT CTX-1
F2S4_160825_008_A01	Lamp5
F2S4_160825_008_B01	Lamp5
F2S4_160825_008_C01	Vip
F2S4_160825_008_D01	L2/3 IT CTX-1
F2S4_160825_008_E01	Vip
F2S4_160825_008_F01	L2/3 IT CTX-1
F2S4_160825_008_G01	L2/3 IT CTX-1
F2S4_160825_008_H01	Lamp5
F2S4_160825_009_A01	L2/3 IT CTX-1
F2S4_160825_009_B01	L2/3 IT CTX-1
F2S4_160825_009_C01	Lamp5
F2S4_160825_009_D01	Lamp5
F2S4_160825_009_E01	L2/3 IT CTX-1
F2S4_160825_009_F01	L2/3 IT CTX-1
F2S4_160825_009_G01	Lamp5
F2S4_160825_009_H01	L2/3 IT CTX-1
F2S4_160825_014_A01	L6 CT CTX
F2S4_160825_014_B01	Vip
F2S4_160825_014_C01	Sst
F2S4_160825_014_D01	L6 CT CTX
F2S4_160825_014_E01	L6 CT CTX
F2S4_160825_014_G01	L6 CT CTX
F2S4_160825_014_H01	L6 CT CTX
F2S4_160825_015_A01	L6 CT CTX
F2S4_160825_015_B01	L6 IT CTX
F2S4_160825_015_C01	L6 CT CTX
F2S4_160825_015_D01	L6 CT CTX
F2S4_160825_015_E01	L6 CT CTX
F2S4_160825_015_F01	L6 CT CTX
F2S4_160825_015_G01	L6 CT CTX
F2S4_160825_015_H01	L6 CT CTX
F2S4_160825_016_A01	L5 NP CTX
F2S4_160825_016_B01	L6 CT CTX
F2S4_160825_016_C01	L6 IT CTX
F2S4_160825_016_D01	Sst
F2S4_160825_016_E01	L6 CT CTX
F2S4_160825_016_F01	L6 CT CTX
F2S4_160825_016_G01	L6 IT CTX
F2S4_160825_016_H01	L6 IT CTX
F2S4_160825_021_B01	Sst
F2S4_160825_021_C01	L6 IT CTX
F2S4_160825_021_D01	L6 CT CTX
F2S4_160825_021_E01	L6 IT CTX
F2S4_160825_021_F01	L6 CT CTX
F2S4_160825_021_G01	L6 IT CTX
F2S4_160825_021_H01	L6 CT CTX
F2S4_160825_022_A01	L5 NP CTX
F2S4_160825_022_B01	L6 CT CTX
F2S4_160825_022_C01	L6 IT CTX
F2S4_160825_022_D01	L6 CT CTX
F2S4_160825_022_F01	L6 CT CTX
F2S4_160825_022_G01	Sst
F2S4_160825_022_H01	L6 CT CTX
F2S4_160825_023_A01	L5 NP CTX
F2S4_160825_023_B01	L5 NP CTX
F2S4_160825_023_C01	Lamp5
F2S4_160825_023_D01	L6 CT CTX
F2S4_160825_023_E01	L6 CT CTX
F2S4_160825_023_F01	Vip
F2S4_160825_023_G01	Lamp5
F2S4_160825_023_H01	Vip
F2S4_160825_024_B01	L6 IT CTX
F2S4_160825_024_C01	L6 CT CTX
F2S4_160825_024_D01	L6 CT CTX
F2S4_160825_024_E01	L6 CT CTX
F2S4_160825_024_F01	L6 CT CTX
F2S4_160825_024_G01	L6 CT CTX
F2S4_160825_024_H01	L6 CT CTX
F2S4_160825_017_A01	L6 CT CTX
F2S4_160825_017_B01	L6 CT CTX
F2S4_160825_017_C01	L6 CT CTX
F2S4_160825_017_E01	L6 CT CTX
F2S4_160825_017_F01	L5 IT CTX
F2S4_160825_017_G01	L6 CT CTX
F2S4_160825_018_A01	L6 CT CTX
F2S4_160825_018_B01	L6 CT CTX
F2S4_160825_018_C01	L6 CT CTX
F2S4_160825_018_D01	L6 CT CTX
F2S4_160825_018_E01	L6 IT CTX
F2S4_160825_018_F01	Sst
F2S4_160825_018_G01	Vip
F2S4_160825_018_H01	L6 IT CTX
F2S4_160825_019_A01	L6 CT CTX
F2S4_160825_019_B01	L6 IT CTX
F2S4_160825_019_C01	L6 CT CTX
F2S4_160825_019_D01	Sst
F2S4_160825_019_E01	L6 CT CTX
F2S4_160825_019_F01	Lamp5
F2S4_160825_019_G01	L6 IT CTX
F2S4_160825_019_H01	L6 IT CTX
F2S4_160825_020_B01	L6 CT CTX
F2S4_160825_020_C01	Vip
F2S4_160825_020_E01	Sst
F2S4_160825_020_F01	L6 CT CTX
F2S4_160825_020_H01	L6 IT CTX
F2S4_160824_003_A01	L4/5 IT CTX
F2S4_160824_003_B01	L2/3 IT CTX-1
F2S4_160824_003_C01	Vip
F2S4_160824_003_D01	Lamp5
F2S4_160824_003_E01	Vip
F2S4_160824_003_F01	L4/5 IT CTX
F2S4_160824_003_H01	Vip
F2S4_160824_004_A01	L2/3 IT CTX-1
F2S4_160824_004_B01	L4/5 IT CTX
F2S4_160824_004_C01	L2/3 IT CTX-1
F2S4_160824_004_D01	Lamp5
F2S4_160824_004_E01	L2/3 IT CTX-1
F2S4_160824_004_F01	L2/3 IT CTX-1
F2S4_160824_004_G01	L2/3 IT CTX-1
F2S4_160824_004_H01	L2/3 IT CTX-1
F2S4_160824_005_A01	L4/5 IT CTX
F2S4_160824_005_B01	L4/5 IT CTX
F2S4_160824_005_C01	L2/3 IT CTX-1
F2S4_160824_005_D01	Vip
F2S4_160824_005_E01	L4/5 IT CTX
F2S4_160824_005_F01	L4/5 IT CTX
F2S4_160824_005_G01	L2/3 IT CTX-1
F2S4_160824_005_H01	L6 IT CTX
F2S4_170217_001_A01	L2/3 IT CTX-1
F2S4_170217_001_B01	L2/3 IT CTX-1
F2S4_170217_001_C01	L2/3 IT CTX-1
F2S4_170217_001_D01	L2/3 IT CTX-1
F2S4_170217_001_E01	L2/3 IT CTX-1
F2S4_170217_001_F01	L2/3 IT CTX-1
F2S4_170217_001_G01	L4/5 IT CTX
F2S4_170217_001_H01	L2/3 IT CTX-1
F2S4_170217_002_A01	L2/3 IT CTX-1
F2S4_170217_002_B01	L2/3 IT CTX-1
F2S4_170217_002_C01	L2/3 IT CTX-1
F2S4_170217_002_D01	L2/3 IT CTX-1
F2S4_170217_002_E01	L2/3 IT CTX-1
F2S4_170217_002_F01	L2/3 IT CTX-1
F2S4_170217_002_G01	L2/3 IT CTX-1
F2S4_170217_002_H01	L2/3 IT CTX-1
F2S4_160824_011_A01	L6 CT CTX
F2S4_160824_011_B01	L6 CT CTX
F2S4_160824_011_C01	L5 NP CTX
F2S4_160824_011_D01	L6 CT CTX
F2S4_160824_011_E01	L6 CT CTX
F2S4_160824_011_F01	L6 CT CTX
F2S4_160824_011_G01	L6 CT CTX
F2S4_160824_011_H01	L6 CT CTX
F2S4_160824_012_A01	L6 CT CTX
F2S4_160824_012_B01	L6 CT CTX
F2S4_160824_012_C01	L6 CT CTX
F2S4_160824_012_D01	L6 IT CTX
F2S4_160824_012_E01	L6 IT CTX
F2S4_160824_012_F01	L6 IT CTX
F2S4_160824_012_G01	L6 IT CTX
F2S4_160824_012_H01	L6 CT CTX
F2S4_160824_013_A01	L6 CT CTX
F2S4_160824_013_B01	L6 CT CTX
F2S4_160824_013_C01	L6 CT CTX
F2S4_160824_013_D01	L6 IT CTX
F2S4_160824_013_E01	L6 IT CTX
F2S4_160824_013_F01	L6 CT CTX
F2S4_160824_013_G01	L6 CT CTX
F2S4_160824_013_H01	Lamp5
F2S4_160825_001_A01	L2/3 IT CTX-1
F2S4_160825_001_B01	L4/5 IT CTX
F2S4_160825_001_C01	L2/3 IT CTX-1
F2S4_160825_001_D01	L2/3 IT CTX-1
F2S4_160825_001_E01	Vip
F2S4_160825_001_F01	L2/3 IT CTX-1
F2S4_160825_001_G01	L4/5 IT CTX
F2S4_160825_001_H01	Lamp5
F2S4_160825_002_A01	Vip
F2S4_160825_002_B01	L2/3 IT CTX-1
F2S4_160825_002_C01	Vip
F2S4_160825_002_D01	Vip
F2S4_160825_002_E01	Lamp5
F2S4_160825_002_F01	Vip
F2S4_160825_002_G01	Vip
F2S4_160825_002_H01	L2/3 IT CTX-1
F2S4_160825_003_A01	Lamp5
F2S4_160825_003_B01	L4/5 IT CTX
F2S4_160825_003_C01	L2/3 IT CTX-1
F2S4_160825_003_D01	L4/5 IT CTX
F2S4_160825_003_E01	L4/5 IT CTX
F2S4_160825_003_F01	L2/3 IT CTX-1
F2S4_160825_003_G01	Lamp5
F2S4_160825_003_H01	Vip
F2S4_160825_004_A01	L2/3 IT CTX-1
F2S4_160825_004_B01	L2/3 IT CTX-1
F2S4_160825_004_C01	Vip
F2S4_160825_004_D01	L2/3 IT CTX-1
F2S4_160825_004_E01	L2/3 IT CTX-1
F2S4_160825_004_F01	Vip
F2S4_160825_004_G01	Vip
F2S4_160825_004_H01	Vip
F2S4_160825_005_A01	L2/3 IT CTX-1
F2S4_160825_005_B01	Lamp5
F2S4_160825_005_C01	Vip
F2S4_160825_005_D01	Lamp5
F2S4_160825_005_E01	Lamp5
F2S4_160825_005_F01	Vip
F2S4_160825_005_H01	Lamp5
F2S4_160825_006_A01	L2/3 IT CTX-1
F2S4_160825_006_B01	L2/3 IT CTX-1
F2S4_160825_006_C01	L2/3 IT CTX-1
F2S4_160825_006_D01	L2/3 IT CTX-1
F2S4_160825_006_E01	L2/3 IT CTX-1
F2S4_160825_006_F01	L2/3 IT CTX-1
F2S4_160825_006_G01	Lamp5
F2S4_160825_006_H01	L2/3 IT CTX-1
F2S4_170217_008_A01	L2/3 IT CTX-1
F2S4_170217_008_B01	L2/3 IT CTX-1
F2S4_170217_008_C01	L2/3 IT CTX-1
F2S4_170217_008_D01	L2/3 IT CTX-1
F2S4_170217_008_E01	L2/3 IT CTX-1
F2S4_170217_008_F01	L2/3 IT CTX-1
F2S4_170217_008_G01	L2/3 IT CTX-1
F2S4_170217_008_H01	L2/3 IT CTX-1
F2S4_170217_009_A01	L2/3 IT CTX-1
F2S4_170217_009_B01	L2/3 IT CTX-1
F2S4_170217_009_C01	L2/3 IT CTX-1
F2S4_170217_009_D01	L2/3 IT CTX-1
F2S4_170217_009_E01	L2/3 IT CTX-1
F2S4_170217_009_F01	L2/3 IT CTX-1
F2S4_170217_009_G01	L2/3 IT CTX-1
F2S4_170217_009_H01	L2/3 IT CTX-1
F2S4_170217_021_A01	L6 CT CTX
F2S4_170217_021_B01	L6 CT CTX
F2S4_170217_021_C01	L6 CT CTX
F2S4_170217_021_D01	L6 CT CTX
F2S4_170217_021_E01	L5 NP CTX
F2S4_170217_021_F01	L6 CT CTX
F2S4_170217_021_G01	L6 CT CTX
F2S4_170217_021_H01	L6 CT CTX
F2S4_170217_022_A01	L6 CT CTX
F2S4_170217_022_B01	L6 IT CTX
F2S4_170217_022_C01	L6 CT CTX
F2S4_170217_022_D01	L6 CT CTX
F2S4_170217_022_E01	L6 IT CTX
F2S4_170217_022_F01	L6 IT CTX
F2S4_170217_022_G01	L6 CT CTX
F2S4_170217_022_H01	L6 IT CTX
F2S4_170217_023_A01	L6 IT CTX
F2S4_170217_023_B01	L6 IT CTX
F2S4_170217_023_C01	L6 CT CTX
F2S4_170217_023_D01	L6 CT CTX
F2S4_170217_023_E01	L6 IT CTX
F2S4_170217_023_F01	L6 CT CTX
F2S4_170217_023_G01	L6 IT CTX
F2S4_170217_023_H01	L6 CT CTX
F2S4_170118_001_A01	L6 IT CTX
F2S4_170118_001_B01	L6 CT CTX
F2S4_170118_001_C01	L6 IT CTX
F2S4_170118_001_D01	L6 IT CTX
F2S4_170118_001_E01	L6 CT CTX
F2S4_170118_001_F01	L6 IT CTX
F2S4_170118_001_G01	L6 CT CTX
F2S4_170118_001_H01	L6 CT CTX
F2S4_170118_002_A01	L6 CT CTX
F2S4_170118_002_B01	L6 IT CTX
F2S4_170118_002_C01	L6 CT CTX
F2S4_170118_002_D01	L6 CT CTX
F2S4_170118_002_E01	L5 NP CTX
F2S4_170118_002_F01	L6 CT CTX
F2S4_170118_002_G01	L6 IT CTX
F2S4_170118_002_H01	L6 CT CTX
F2S4_170118_003_A01	L6 IT CTX
F2S4_170118_003_B01	L6 CT CTX
F2S4_170118_003_C01	L6 CT CTX
F2S4_170118_003_D01	L6 IT CTX
F2S4_170118_003_E01	L5 NP CTX
F2S4_170118_003_F01	L6 CT CTX
F2S4_170118_003_G01	L6 IT CTX
F2S4_170118_003_H01	L6 CT CTX
F2S4_170118_016_A01	L4/5 IT CTX
F2S4_170118_016_B01	L2/3 IT CTX-1
F2S4_170118_016_C01	L2/3 IT CTX-1
F2S4_170118_016_D01	L2/3 IT CTX-1
F2S4_170118_016_E01	L2/3 IT CTX-1
F2S4_170118_016_F01	L4/5 IT CTX
F2S4_170118_016_G01	L2/3 IT CTX-1
F2S4_170118_016_H01	L2/3 IT CTX-1
F2S4_170118_017_A01	L2/3 IT CTX-1
F2S4_170118_017_B01	L2/3 IT CTX-1
F2S4_170118_017_C01	L2/3 IT CTX-1
F2S4_170118_017_D01	L2/3 IT CTX-1
F2S4_170118_017_E01	L2/3 IT CTX-1
F2S4_170118_017_F01	L2/3 IT CTX-1
F2S4_170118_017_G01	L2/3 IT CTX-1
F2S4_170118_017_H01	L4/5 IT CTX
F2S4_170118_018_A01	L2/3 IT CTX-1
F2S4_170118_018_B01	L4/5 IT CTX
F2S4_170118_018_C01	L2/3 IT CTX-1
F2S4_170118_018_D01	L6 IT CTX
F2S4_170118_018_E01	L6 CT CTX
F2S4_170118_018_F01	L5 NP CTX
F2S4_170118_018_G01	L6 CT CTX
F2S4_170118_018_H01	L6b CTX
F2S4_170217_010_A01	L6 IT CTX
F2S4_170217_010_B01	L6 CT CTX
F2S4_170217_010_C01	L6 CT CTX
F2S4_170217_010_D01	L5 NP CTX
F2S4_170217_010_E01	L6 IT CTX
F2S4_170217_010_F01	L5 NP CTX
F2S4_170217_010_G01	L6 CT CTX
F2S4_170217_010_H01	L5 NP CTX
F2S4_170217_011_A01	L6 CT CTX
F2S4_170217_011_B01	L6 IT CTX
F2S4_170217_011_C01	L5 IT CTX
F2S4_170217_011_D01	L5 NP CTX
F2S4_170217_011_E01	L6 IT CTX
F2S4_170217_011_F01	L5 NP CTX
F2S4_170217_011_G01	L5 NP CTX
F2S4_170217_011_H01	L5 NP CTX
F2S4_170217_012_A01	L6 IT CTX
F2S4_170217_012_B01	L5 NP CTX
F2S4_170217_012_C01	L5 IT CTX
F2S4_170217_012_D01	L5 NP CTX
F2S4_170217_012_E01	L6 IT CTX
F2S4_170217_012_F01	L6 IT CTX
F2S4_170217_012_G01	L5 NP CTX
F2S4_170217_012_H01	L6 IT CTX
F2S4_170217_020_A01	L6 CT CTX
F2S4_170217_020_B01	L6 IT CTX
F2S4_170217_020_C01	L6 CT CTX
F2S4_170217_020_D01	L6 IT CTX
F2S4_170217_020_E01	L6 CT CTX
F2S4_170217_020_F01	L6 CT CTX
F2S4_170217_020_G01	L6 CT CTX
F2S4_170217_020_H01	L6 CT CTX
F2S4_170118_022_A01	L6 CT CTX
F2S4_170118_022_B01	L6 CT CTX
F2S4_170118_022_C01	L6 CT CTX
F2S4_170118_022_D01	L6 CT CTX
F2S4_170118_022_E01	L6b CTX
F2S4_170118_022_F01	L6 CT CTX
F2S4_170118_022_G01	L6 CT CTX
F2S4_170118_022_H01	L6 IT CTX
F2S4_170118_023_A01	L6 CT CTX
F2S4_170118_023_B01	L6 IT CTX
F2S4_170118_023_C01	L6 CT CTX
F2S4_170118_023_D01	L6 IT CTX
F2S4_170118_023_E01	L6 CT CTX
F2S4_170118_023_F01	L6 CT CTX
F2S4_170118_023_G01	L6 CT CTX
F2S4_170118_023_H01	L6 CT CTX
F2S4_170321_001_A01	L6 CT CTX
F2S4_170321_001_B01	L5 PT CTX
F2S4_170321_001_C01	L6 CT CTX
F2S4_170321_001_D01	L6 CT CTX
F2S4_170321_001_E01	L5 PT CTX
F2S4_170321_001_F01	Sst
F2S4_170321_001_G01	Sst
F2S4_170321_001_H01	L6 CT CTX
F2S4_170321_002_B01	Sst
F2S4_170321_002_C01	Lamp5
F2S4_170321_002_E01	Sst
F2S4_170321_002_F01	Sst
F2S4_170321_002_G01	Sst
F2S4_170321_002_H01	Vip
F2S4_170321_007_A01	L6 IT CTX
F2S4_170321_007_B01	L6 CT CTX
F2S4_170321_007_C01	L6 CT CTX
F2S4_170321_007_D01	L6 IT CTX
F2S4_170321_007_E01	Vip
F2S4_170321_007_F01	Lamp5
F2S4_170321_007_G01	L6 CT CTX
F2S4_170321_008_A01	L5 IT CTX
F2S4_170321_008_B01	Lamp5
F2S4_170321_008_C01	L6 IT CTX
F2S4_170321_008_D01	L6 IT CTX
F2S4_170321_008_E01	Sst
F2S4_170321_008_F01	L6 CT CTX
F2S4_170321_008_G01	L6 IT CTX
F2S4_170321_008_H01	Lamp5
F2S4_170321_009_A01	L5 NP CTX
F2S4_170321_009_B01	L6 IT CTX
F2S4_170321_009_C01	Vip
F2S4_170321_009_D01	L5 NP CTX
F2S4_170321_009_E01	L6 IT CTX
F2S4_170321_009_G01	L5 IT CTX
F2S4_170321_009_H01	L5 NP CTX
F2S4_170321_010_A01	Vip
F2S4_170321_010_B01	L4/5 IT CTX
F2S4_170321_010_C01	L4/5 IT CTX
F2S4_170321_010_D01	L4/5 IT CTX
F2S4_170321_010_E01	L4/5 IT CTX
F2S4_170321_010_F01	L2/3 IT CTX-1
F2S4_170321_010_H01	L2/3 IT CTX-1
F2S4_170321_011_A01	L4/5 IT CTX
F2S4_170321_011_C01	L2/3 IT CTX-1
F2S4_170321_011_F01	L2/3 IT CTX-1
F2S4_170321_011_G01	Vip
F2S4_170321_011_H01	L2/3 IT CTX-1
F2S4_170322_001_A01	Vip
F2S4_170322_001_B01	Lamp5
F2S4_170322_001_C01	Vip
F2S4_170322_001_D01	Vip
F2S4_170322_001_F01	Vip
F2S4_170322_001_H01	Vip
F2S4_170322_002_A01	Vip
F2S4_170322_002_B01	Vip
F2S4_170322_002_C01	Lamp5
F2S4_170322_002_D01	Vip
F2S4_170322_002_E01	L2/3 IT CTX-1
F2S4_170322_002_G01	Vip
F2S4_170322_002_H01	Vip
F2S4_170322_013_A01	L6 IT CTX
F2S4_170322_013_B01	L6 CT CTX
F2S4_170322_013_D01	L6 CT CTX
F2S4_170322_013_E01	L6 CT CTX
F2S4_170322_013_F01	L6 CT CTX
F2S4_170322_013_G01	L6 CT CTX
F2S4_170322_013_H01	L6 CT CTX
F2S4_170322_014_A01	L6b CTX
F2S4_170322_014_B01	L6 IT CTX
F2S4_170322_014_C01	L6 CT CTX
F2S4_170322_014_D01	L6 IT CTX
F2S4_170322_014_E01	L6 IT CTX
F2S4_170322_014_F01	L6 CT CTX
F2S4_170322_014_G01	L6 CT CTX
F2S4_170322_014_H01	Vip
F2S4_170322_019_A01	L6 CT CTX
F2S4_170322_019_B01	L6 CT CTX
F2S4_170322_019_C01	L6 CT CTX
F2S4_170322_019_D01	L6 CT CTX
F2S4_170322_019_E01	L6 CT CTX
F2S4_170322_019_F01	L6 CT CTX
F2S4_170322_019_G01	L6 CT CTX
F2S4_170322_019_H01	L6 IT CTX
F2S4_170322_020_A01	L6 CT CTX
F2S4_170322_020_B01	L6 CT CTX
F2S4_170322_020_C01	L6 IT CTX
F2S4_170322_020_D01	L6 CT CTX
F2S4_170322_020_F01	L6 IT CTX
F2S4_170322_020_G01	L6 CT CTX
F2S4_170322_020_H01	L6 CT CTX
F2S4_170322_021_A01	L6 CT CTX
F2S4_170322_021_B01	L6 CT CTX
F2S4_170322_021_C01	L6 CT CTX
F2S4_170322_021_D01	L6 CT CTX
F2S4_170322_021_E01	L6 CT CTX
F2S4_170322_021_F01	L6 CT CTX
F2S4_170322_021_G01	L6 IT CTX
F2S4_170322_021_H01	L6 CT CTX
F2S4_170321_003_A01	L6 IT CTX
F2S4_170321_003_C01	L6 IT CTX
F2S4_170321_003_D01	Lamp5
F2S4_170321_003_E01	L6 CT CTX
F2S4_170321_003_G01	L5 NP CTX
F2S4_170321_004_A01	L6 IT CTX
F2S4_170321_004_B01	Sst
F2S4_170321_004_D01	L4/5 IT CTX
F2S4_170321_004_E01	L6 IT CTX
F2S4_170321_004_F01	L6 CT CTX
F2S4_170321_004_G01	Sst
F2S4_170321_004_H01	L6 CT CTX
F2S4_170321_025_A01	Vip
F2S4_170321_025_B01	L4/5 IT CTX
F2S4_170321_025_C01	L4/5 IT CTX
F2S4_170321_025_D01	L4/5 IT CTX
F2S4_170321_025_E01	L4/5 IT CTX
F2S4_170321_025_F01	L2/3 IT CTX-1
F2S4_170321_025_G01	L4/5 IT CTX
F2S4_170321_025_H01	L2/3 IT CTX-1
F2S4_170321_026_A01	L4/5 IT CTX
F2S4_170321_026_B01	Vip
F2S4_170321_026_C01	L4/5 IT CTX
F2S4_170321_026_D01	Vip
F2S4_170321_026_E01	Vip
F2S4_170321_026_F01	Vip
F2S4_170321_026_G01	Vip
F2S4_170321_026_H01	Vip
F2S4_170321_027_A01	L2/3 IT CTX-1
F2S4_170321_027_B01	L4/5 IT CTX
F2S4_170321_027_C01	L4/5 IT CTX
F2S4_170321_027_D01	L2/3 IT CTX-1
F2S4_170321_027_E01	Vip
F2S4_170321_027_F01	Vip
F2S4_170321_027_G01	Vip
F2S4_170321_027_H01	L4/5 IT CTX
F2S4_170321_005_A01	Lamp5
F2S4_170321_005_C01	Vip
F2S4_170321_005_D01	L5 IT CTX
F2S4_170321_005_F01	Lamp5
F2S4_170321_005_G01	L5 NP CTX
F2S4_170321_005_H01	Sst
F2S4_170321_006_B01	L6 IT CTX
F2S4_170321_006_C01	L6 CT CTX
F2S4_170321_006_D01	L6 IT CTX
F2S4_170321_006_E01	L6 IT CTX
F2S4_170321_006_F01	L5 PT CTX
F2S4_170321_006_G01	L5 NP CTX
F2S4_170322_031_A01	L6 IT CTX
F2S4_170322_031_B01	L6 CT CTX
F2S4_170322_031_C01	L6 CT CTX
F2S4_170322_031_D01	L6 CT CTX
F2S4_170322_031_E01	L6 CT CTX
F2S4_170322_031_F01	L6 CT CTX
F2S4_170322_031_G01	L6 IT CTX
F2S4_170322_031_H01	L6 IT CTX
F2S4_170322_032_A01	L6 CT CTX
F2S4_170322_032_B01	L6 CT CTX
F2S4_170322_032_C01	L6 CT CTX
F2S4_170322_032_D01	L6 CT CTX
F2S4_170322_032_E01	L6 CT CTX
F2S4_170322_032_F01	L6 CT CTX
F2S4_170322_032_G01	L6 CT CTX
F2S4_170322_032_H01	L6 CT CTX
F2S4_170322_033_A01	L6 CT CTX
F2S4_170322_033_B01	L6 CT CTX
F2S4_170322_033_C01	Sst
F2S4_170322_033_D01	L6 CT CTX
F2S4_170322_033_E01	L6 CT CTX
F2S4_170322_033_F01	L6 IT CTX
F2S4_170322_033_G01	L6 IT CTX
F2S4_170322_033_H01	L6 CT CTX
F2S4_170329_001_A01	L4/5 IT CTX
F2S4_170329_001_B01	L5 IT CTX
F2S4_170329_001_C01	L5 IT CTX
F2S4_170329_001_D01	L4/5 IT CTX
F2S4_170329_001_E01	L5 IT CTX
F2S4_170329_001_F01	L5 IT CTX
F2S4_170329_001_G01	L5 NP CTX
F2S4_170329_001_H01	L5 IT CTX
F2S4_170329_002_A01	L4/5 IT CTX
F2S4_170329_002_B01	L4/5 IT CTX
F2S4_170329_002_C01	L5 IT CTX
F2S4_170329_002_D01	L5 IT CTX
F2S4_170329_002_E01	L5 IT CTX
F2S4_170329_002_F01	L5 IT CTX
F2S4_170329_002_G01	L4/5 IT CTX
F2S4_170329_002_H01	L4/5 IT CTX
F2S4_170329_003_B01	L5 NP CTX
F2S4_170329_003_C01	L4/5 IT CTX
F2S4_170329_003_D01	L5 IT CTX
F2S4_170329_003_E01	L4/5 IT CTX
F2S4_170329_003_F01	L5 NP CTX
F2S4_170329_003_G01	L4/5 IT CTX
F2S4_170329_003_H01	L4/5 IT CTX
F2S4_170329_010_A01	L6 IT CTX
F2S4_170329_010_B01	L6 CT CTX
F2S4_170329_010_C01	L6 IT CTX
F2S4_170329_010_D01	L6 CT CTX
F2S4_170329_010_E01	L6 IT CTX
F2S4_170329_010_F01	L6 CT CTX
F2S4_170329_010_G01	L6 IT CTX
F2S4_170329_010_H01	L6 CT CTX
F2S4_170329_011_A01	L6 IT CTX
F2S4_170329_011_B01	L6 CT CTX
F2S4_170329_011_C01	L6 IT CTX
F2S4_170329_011_D01	L6 IT CTX
F2S4_170329_011_E01	L6 CT CTX
F2S4_170329_011_F01	L6 CT CTX
F2S4_170329_011_G01	L6 CT CTX
F2S4_170329_011_H01	L6 CT CTX
F2S4_170329_012_A01	L6 IT CTX
F2S4_170329_012_B01	L6 CT CTX
F2S4_170329_012_C01	L6 CT CTX
F2S4_170329_012_D01	L6 IT CTX
F2S4_170329_012_E01	L6 CT CTX
F2S4_170329_012_F01	L6 CT CTX
F2S4_170329_012_G01	L6 CT CTX
F2S4_170329_012_H01	L6 CT CTX
F2S4_170329_004_A01	L5 IT CTX
F2S4_170329_004_B01	L5 IT CTX
F2S4_170329_004_C01	L5 NP CTX
F2S4_170329_004_D01	L5 NP CTX
F2S4_170329_004_E01	L5 IT CTX
F2S4_170329_004_F01	L5 IT CTX
F2S4_170329_004_G01	L5 NP CTX
F2S4_170329_004_H01	L5 NP CTX
F2S4_170329_005_A01	L5 IT CTX
F2S4_170329_005_B01	L5 IT CTX
F2S4_170329_005_C01	L5 NP CTX
F2S4_170329_005_D01	L5 IT CTX
F2S4_170329_005_E01	L4/5 IT CTX
F2S4_170329_005_F01	L5 NP CTX
F2S4_170329_005_G01	L5 IT CTX
F2S4_170329_005_H01	L5 IT CTX
F2S4_170329_006_A01	L5 IT CTX
F2S4_170329_006_B01	L4/5 IT CTX
