sample_name	bio_celltype
F2S4_170329_006_C01	L5 IT CTX
F2S4_170329_006_D01	L5 NP CTX
F2S4_170329_006_E01	L4/5 IT CTX
F2S4_170329_006_F01	L5 IT CTX
F2S4_170329_006_G01	L5 IT CTX
F2S4_170329_006_H01	L4/5 IT CTX
F2S4_170329_013_A01	L6 CT CTX
F2S4_170329_013_B01	L6 CT CTX
F2S4_170329_013_C01	L6 CT CTX
F2S4_170329_013_D01	L6 CT CTX
F2S4_170329_013_E01	L6 IT CTX
F2S4_170329_013_F01	L6 CT CTX
F2S4_170329_013_G01	L5 NP CTX
F2S4_170329_013_H01	L6 CT CTX
F2S4_170329_014_A01	L5 NP CTX
F2S4_170329_014_B01	L6 CT CTX
F2S4_170329_014_C01	L6 IT CTX
F2S4_170329_014_D01	L6 CT CTX
F2S4_170329_014_E01	L6 IT CTX
F2S4_170329_014_F01	L6 IT CTX
F2S4_170329_014_G01	L6 CT CTX
F2S4_170329_014_H01	L6 IT CTX
F2S4_170329_015_A01	L6 CT CTX
F2S4_170329_015_B01	L6 IT CTX
F2S4_170329_015_C01	L6 CT CTX
F2S4_170329_015_D01	L6 CT CTX
F2S4_170329_015_E01	L6 IT CTX
F2S4_170329_015_F01	L6 CT CTX
F2S4_170329_015_G01	L6 IT CTX
F2S4_170329_015_H01	L6 IT CTX
F2S4_170330_033_A01	L5 NP CTX
F2S4_170330_033_B01	L5 IT CTX
F2S4_170330_033_C01	L5 IT CTX
F2S4_170330_033_D01	L5 NP CTX
F2S4_170330_033_E01	L5 IT CTX
F2S4_170330_033_F01	L5 NP CTX
F2S4_170329_007_A01	L4/5 IT CTX
F2S4_170329_007_B01	L4/5 IT CTX
F2S4_170329_007_C01	L5 IT CTX
F2S4_170329_007_D01	L5 IT CTX
F2S4_170329_007_E01	L5 IT CTX
F2S4_170329_007_F01	L4/5 IT CTX
F2S4_170329_007_G01	L4/5 IT CTX
F2S4_170329_007_H01	L5 NP CTX
F2S4_170329_008_A01	L5 IT CTX
F2S4_170329_008_B01	L5 IT CTX
F2S4_170329_008_C01	L5 NP CTX
F2S4_170329_008_D01	L4/5 IT CTX
F2S4_170329_008_E01	L5 NP CTX
F2S4_170329_008_F01	L5 NP CTX
F2S4_170329_008_G01	L5 NP CTX
F2S4_170329_008_H01	L5 IT CTX
F2S4_170329_009_A01	L5 NP CTX
F2S4_170329_009_B01	L5 NP CTX
F2S4_170329_009_C01	L5 NP CTX
F2S4_170329_009_D01	L5 IT CTX
F2S4_170329_009_E01	L5 IT CTX
F2S4_170329_009_F01	L5 NP CTX
F2S4_170329_009_H01	L5 NP CTX
F2S4_170329_016_A01	L6 IT CTX
F2S4_170329_016_B01	L6 CT CTX
F2S4_170329_016_C01	L6 CT CTX
F2S4_170329_016_D01	L6 CT CTX
F2S4_170329_016_E01	L6 CT CTX
F2S4_170329_016_F01	L6 IT CTX
F2S4_170329_016_G01	L6 IT CTX
F2S4_170329_016_H01	L6 CT CTX
F2S4_170329_017_A01	L6 IT CTX
F2S4_170329_017_B01	L6 CT CTX
F2S4_170329_017_C01	L6 IT CTX
F2S4_170329_017_D01	L6 CT CTX
F2S4_170329_017_E01	L6 CT CTX
F2S4_170329_017_F01	L6 CT CTX
F2S4_170329_017_G01	L6 IT CTX
F2S4_170329_017_H01	L6 CT CTX
F2S4_170329_018_A01	L6 IT CTX
F2S4_170329_018_B01	L6 CT CTX
F2S4_170329_018_C01	L6 CT CTX
F2S4_170329_018_D01	L6 CT CTX
F2S4_170329_018_E01	L6 CT CTX
F2S4_170329_018_F01	L6 IT CTX
F2S4_170329_018_G01	L6 CT CTX
F2S4_170329_018_H01	L6 IT CTX
F2S4_170321_012_A01	L2/3 IT CTX-1
F2S4_170321_012_B01	L4/5 IT CTX
F2S4_170321_012_C01	L2/3 IT CTX-1
F2S4_170321_012_D01	L4/5 IT CTX
F2S4_170321_012_E01	L2/3 IT CTX-1
F2S4_170321_012_F01	L2/3 IT CTX-1
F2S4_170321_012_G01	L4/5 IT CTX
F2S4_170321_012_H01	L4/5 IT CTX
F2S4_170321_013_A01	Lamp5
F2S4_170321_013_B01	L2/3 IT CTX-1
F2S4_170321_013_C01	L4/5 IT CTX
F2S4_170321_013_D01	L4/5 IT CTX
F2S4_170321_013_F01	L2/3 IT CTX-1
F2S4_170321_013_G01	L4/5 IT CTX
F2S4_170321_013_H01	L2/3 IT CTX-1
F2S4_170322_034_A01	Vip
F2S4_170322_034_B01	L6 CT CTX
F2S4_170322_034_C01	L6 CT CTX
F2S4_170322_034_D01	L6 CT CTX
F2S4_170322_034_E01	L6 CT CTX
F2S4_170322_034_F01	L6 CT CTX
F2S4_170322_034_G01	L6 CT CTX
F2S4_170322_034_H01	L6 IT CTX
F2S4_170322_035_A01	L6 CT CTX
F2S4_170322_035_B01	L6 CT CTX
F2S4_170322_035_C01	L6 CT CTX
F2S4_170322_035_D01	L6 CT CTX
F2S4_170322_035_E01	L6 IT CTX
F2S4_170322_035_F01	L6 CT CTX
F2S4_170322_035_G01	L6 CT CTX
F2S4_170322_036_A01	L6 IT CTX
F2S4_170322_036_B01	L6 CT CTX
F2S4_170322_036_C01	L6 CT CTX
F2S4_170322_036_D01	L6 CT CTX
F2S4_170322_036_E01	L6 CT CTX
F2S4_170322_036_F01	L6 CT CTX
F2S4_170322_036_G01	Vip
F2S4_170322_036_H01	L5 NP CTX
F2S4_170322_037_A01	L6 IT CTX
F2S4_170322_037_B01	L6 CT CTX
F2S4_170322_037_C01	L6 CT CTX
F2S4_170322_037_D01	L6 CT CTX
F2S4_170322_037_E01	L6 CT CTX
F2S4_170322_037_F01	L6 CT CTX
F2S4_170322_037_G01	L6 CT CTX
F2S4_170322_037_H01	L6 CT CTX
F2S4_170322_003_A01	Vip
F2S4_170322_003_B01	Lamp5
F2S4_170322_003_C01	L4/5 IT CTX
F2S4_170322_003_D01	Vip
F2S4_170322_003_E01	L2/3 IT CTX-1
F2S4_170322_003_F01	Lamp5
F2S4_170322_003_G01	Vip
F2S4_170322_003_H01	Vip
F2S4_170322_004_A01	Vip
F2S4_170322_004_B01	L2/3 IT CTX-1
F2S4_170322_004_C01	Lamp5
F2S4_170322_004_D01	Vip
F2S4_170322_004_E01	Vip
F2S4_170322_004_F01	Vip
F2S4_170322_004_G01	Vip
F2S4_170322_004_H01	Vip
F2S4_170322_005_A01	L2/3 IT CTX-1
F2S4_170322_005_B01	Lamp5
F2S4_170322_005_C01	L4/5 IT CTX
F2S4_170322_005_D01	Vip
F2S4_170322_005_E01	Lamp5
F2S4_170322_005_F01	Lamp5
F2S4_170322_005_G01	Vip
F2S4_170322_005_H01	L4/5 IT CTX
F2S4_170322_006_H01	Vip
F2S4_170322_038_B01	L6 CT CTX
F2S4_170322_038_C01	L6 CT CTX
F2S4_170322_038_D01	L6 CT CTX
F2S4_170322_038_E01	L6 IT CTX
F2S4_170322_038_F01	L6 IT CTX
F2S4_170322_038_G01	L6 CT CTX
F2S4_170322_038_H01	L6 CT CTX
F2S4_170330_001_A01	L5 IT CTX
F2S4_170330_001_B01	L5 IT CTX
F2S4_170330_001_C01	L5 IT CTX
F2S4_170330_001_D01	L5 IT CTX
F2S4_170330_001_E01	L5 IT CTX
F2S4_170330_001_F01	L5 IT CTX
F2S4_170330_001_G01	L5 IT CTX
F2S4_170330_001_H01	L6 IT CTX
F2S4_170330_002_B01	L5 IT CTX
F2S4_170330_002_C01	L5 IT CTX
F2S4_170330_002_D01	L5 IT CTX
F2S4_170330_002_E01	L5 IT CTX
F2S4_170330_002_F01	L5 IT CTX
F2S4_170330_002_G01	L5 IT CTX
F2S4_170330_002_H01	L5 IT CTX
F2S4_170330_003_A01	L5 IT CTX
F2S4_170330_003_B01	L5 IT CTX
F2S4_170330_003_C01	L5 IT CTX
F2S4_170330_003_D01	L6 IT CTX
F2S4_170330_003_E01	L5 IT CTX
F2S4_170330_003_F01	L5 IT CTX
F2S4_170330_003_G01	L5 IT CTX
F2S4_170330_003_H01	L5 IT CTX
F2S4_170321_014_B01	L4/5 IT CTX
F2S4_170321_014_D01	Lamp5
F2S4_170321_014_E01	L2/3 IT CTX-1
F2S4_170321_014_F01	L2/3 IT CTX-1
F2S4_170321_014_G01	Lamp5
F2S4_170321_014_H01	L2/3 IT CTX-1
F2S4_170321_015_A01	L4/5 IT CTX
F2S4_170321_015_B01	L4/5 IT CTX
F2S4_170321_015_C01	L4/5 IT CTX
F2S4_170321_015_D01	L4/5 IT CTX
F2S4_170321_015_F01	L4/5 IT CTX
F2S4_170321_015_G01	L4/5 IT CTX
F2S4_170321_015_H01	L4/5 IT CTX
F2S4_170321_016_A01	Vip
F2S4_170321_016_B01	Vip
F2S4_170321_016_C01	L4/5 IT CTX
F2S4_170321_016_D01	L4/5 IT CTX
F2S4_170321_016_E01	L2/3 IT CTX-1
F2S4_170321_016_F01	Vip
F2S4_170321_016_G01	L4/5 IT CTX
F2S4_170321_016_H01	L2/3 IT CTX-1
F2S4_170321_017_A01	Vip
F2S4_170321_017_B01	Sst
F2S4_170321_017_C01	Vip
F2S4_170321_017_D01	L4/5 IT CTX
F2S4_170321_017_E01	Vip
F2S4_170321_017_F01	L4/5 IT CTX
F2S4_170321_017_G01	L4/5 IT CTX
F2S4_170321_017_H01	L4/5 IT CTX
F2S4_170322_015_A01	L6 CT CTX
F2S4_170322_015_B01	L6 CT CTX
F2S4_170322_015_C01	L6 CT CTX
F2S4_170322_015_E01	L6 CT CTX
F2S4_170322_015_F01	L6 CT CTX
F2S4_170322_015_G01	L6 CT CTX
F2S4_170322_015_H01	L6 CT CTX
F2S4_170322_016_A01	L6 CT CTX
F2S4_170322_016_B01	L6b CTX
F2S4_170322_016_C01	L6 CT CTX
F2S4_170322_016_D01	L6 CT CTX
F2S4_170322_016_E01	L6 IT CTX
F2S4_170322_016_F01	Sst
F2S4_170322_016_G01	Lamp5
F2S4_170322_016_H01	L6 CT CTX
F2S4_170322_017_A01	L6 CT CTX
F2S4_170322_017_B01	L6 CT CTX
F2S4_170322_017_C01	L6 CT CTX
F2S4_170322_017_D01	L6 CT CTX
F2S4_170322_017_E01	L6b CTX
F2S4_170322_017_F01	L6 IT CTX
F2S4_170322_017_G01	L6 CT CTX
F2S4_170322_017_H01	L5 NP CTX
F2S4_170322_018_A01	L6b CTX
F2S4_170322_018_B01	L6 CT CTX
F2S4_170322_018_C01	L6 CT CTX
F2S4_170322_018_D01	L6 CT CTX
F2S4_170322_018_E01	L6 IT CTX
F2S4_170322_018_F01	L6 CT CTX
F2S4_170322_018_G01	L5 NP CTX
F2S4_170322_018_H01	L6 IT CTX
F2S4_170330_004_A01	L4/5 IT CTX
F2S4_170330_004_B01	L5 IT CTX
F2S4_170330_004_C01	L5 IT CTX
F2S4_170330_004_D01	L5 IT CTX
F2S4_170330_004_E01	L5 IT CTX
F2S4_170330_004_F01	L5 IT CTX
F2S4_170330_004_G01	L5 IT CTX
F2S4_170330_004_H01	L6 CT CTX
F2S4_170330_005_A01	L5 IT CTX
F2S4_170330_005_B01	L4/5 IT CTX
F2S4_170330_005_C01	L5 IT CTX
F2S4_170330_005_D01	L5 IT CTX
F2S4_170330_005_E01	L5 IT CTX
F2S4_170330_005_F01	L5 IT CTX
F2S4_170330_005_H01	L5 IT CTX
F2S4_170330_006_A01	L6 CT CTX
F2S4_170330_006_B01	L6 IT CTX
F2S4_170330_006_C01	L5 PT CTX
F2S4_170330_006_D01	L6 CT CTX
F2S4_170330_006_E01	L5 IT CTX
F2S4_170330_006_F01	L5 IT CTX
F2S4_170330_006_G01	L5 IT CTX
F2S4_170330_006_H01	L5 IT CTX
F2S4_170321_018_A01	L4/5 IT CTX
F2S4_170321_018_B01	L2/3 IT CTX-1
F2S4_170321_018_C01	Vip
F2S4_170321_018_D01	L4/5 IT CTX
F2S4_170321_018_E01	Vip
F2S4_170321_018_F01	L4/5 IT CTX
F2S4_170321_018_G01	L4/5 IT CTX
F2S4_170321_018_H01	L4/5 IT CTX
F2S4_170321_019_B01	L4/5 IT CTX
F2S4_170321_019_C01	L4/5 IT CTX
F2S4_170321_019_D01	L2/3 IT CTX-1
F2S4_170321_019_E01	L4/5 IT CTX
F2S4_170321_019_F01	L2/3 IT CTX-1
F2S4_170321_019_G01	Vip
F2S4_170321_019_H01	L4/5 IT CTX
F2S4_170321_020_A01	Vip
F2S4_170321_020_B01	L4/5 IT CTX
F2S4_170321_020_C01	L4/5 IT CTX
F2S4_170321_020_D01	L4/5 IT CTX
F2S4_170321_020_E01	L4/5 IT CTX
F2S4_170321_020_F01	L4/5 IT CTX
F2S4_170321_020_G01	Lamp5
F2S4_170321_020_H01	Vip
F2S4_170321_021_A01	L2/3 IT CTX-1
F2S4_170321_021_B01	L4/5 IT CTX
F2S4_170321_021_C01	Sst
F2S4_170321_021_E01	Vip
F2S4_170321_021_F01	L4/5 IT CTX
F2S4_170321_021_G01	L2/3 IT CTX-1
F2S4_170321_021_H01	L4/5 IT CTX
F2S4_170321_022_A01	L2/3 IT CTX-1
F2S4_170321_022_B01	L4/5 IT CTX
F2S4_170321_022_C01	Vip
F2S4_170321_022_D01	Vip
F2S4_170321_022_E01	L4/5 IT CTX
F2S4_170321_022_F01	Vip
F2S4_170321_022_G01	L2/3 IT CTX-1
F2S4_170321_022_H01	L4/5 IT CTX
F2S4_170321_023_A01	L4/5 IT CTX
F2S4_170321_023_B01	L2/3 IT CTX-1
F2S4_170321_023_C01	Vip
F2S4_170321_023_D01	Vip
F2S4_170321_023_F01	L2/3 IT CTX-1
F2S4_170321_023_G01	L4/5 IT CTX
F2S4_170321_023_H01	L2/3 IT CTX-1
F2S4_170321_024_A01	L2/3 IT CTX-1
F2S4_170321_024_B01	L4/5 IT CTX
F2S4_170321_024_C01	L4/5 IT CTX
F2S4_170321_024_D01	L4/5 IT CTX
F2S4_170321_024_E01	L2/3 IT CTX-1
F2S4_170321_024_F01	L2/3 IT CTX-1
F2S4_170321_024_G01	Lamp5
F2S4_170321_024_H01	L4/5 IT CTX
F2S4_170330_007_A01	L6 CT CTX
F2S4_170330_007_B01	L6 CT CTX
F2S4_170330_007_C01	L6 IT CTX
F2S4_170330_007_D01	L6 CT CTX
F2S4_170330_007_E01	L6 IT CTX
F2S4_170330_007_F01	L6 CT CTX
F2S4_170330_007_G01	L6 CT CTX
F2S4_170330_007_H01	L6 IT CTX
F2S4_170330_008_A01	L6 IT CTX
F2S4_170330_008_C01	L6 CT CTX
F2S4_170330_008_D01	L6b CTX
F2S4_170330_008_E01	L6 IT CTX
F2S4_170330_008_F01	L6b CTX
F2S4_170330_008_G01	L6 CT CTX
F2S4_170330_008_H01	L6 CT CTX
F2S4_170330_009_A01	L6 CT CTX
F2S4_170330_009_B01	L6 CT CTX
F2S4_170330_009_C01	L6 IT CTX
F2S4_170330_009_D01	L6 IT CTX
F2S4_170330_009_E01	L6 IT CTX
F2S4_170330_009_F01	L6 CT CTX
F2S4_170330_009_G01	L6 CT CTX
F2S4_170330_009_H01	L6 CT CTX
F2S4_170322_012_C01	L6 CT CTX
F2S4_170322_012_D01	L6 CT CTX
F2S4_170322_012_F01	L6 CT CTX
F2S4_170322_012_G01	L6 IT CTX
F2S4_170322_012_H01	L6 CT CTX
F2S4_170330_010_A01	L5 NP CTX
F2S4_170330_010_B01	L6 CT CTX
F2S4_170330_010_C01	L6 CT CTX
F2S4_170330_010_D01	L6 IT CTX
F2S4_170330_010_E01	L6 CT CTX
F2S4_170330_010_F01	L6 CT CTX
F2S4_170330_010_G01	L6 CT CTX
F2S4_170330_010_H01	L6 CT CTX
F2S4_170330_011_A01	L6 CT CTX
F2S4_170330_011_B01	L6 CT CTX
F2S4_170330_011_C01	L6 CT CTX
F2S4_170330_011_D01	L6 CT CTX
F2S4_170330_011_E01	L6 CT CTX
F2S4_170330_011_F01	L6 CT CTX
F2S4_170330_011_G01	L6 IT CTX
F2S4_170330_011_H01	L6 CT CTX
F2S4_170118_019_A01	L6 CT CTX
F2S4_170118_019_B01	L6 IT CTX
F2S4_170118_019_C01	L6 CT CTX
F2S4_170118_019_D01	L6b CTX
F2S4_170118_019_E01	L6 CT CTX
F2S4_170118_019_F01	L6 CT CTX
F2S4_170118_019_G01	L6 CT CTX
F2S4_170118_019_H01	L6 CT CTX
F2S4_170118_020_A01	L6 CT CTX
F2S4_170118_020_B01	L6 CT CTX
F2S4_170118_020_C01	L6 IT CTX
F2S4_170118_020_D01	L6 CT CTX
F2S4_170118_020_E01	L6 IT CTX
F2S4_170118_020_F01	L6 IT CTX
F2S4_170118_020_G01	L6 CT CTX
F2S4_170118_020_H01	L6 CT CTX
F2S4_170118_021_A01	L6 IT CTX
F2S4_170118_021_B01	L6 CT CTX
F2S4_170118_021_C01	L6 CT CTX
F2S4_170118_021_D01	L6 CT CTX
F2S4_170118_021_E01	L6 CT CTX
F2S4_170118_021_F01	L6 CT CTX
F2S4_170118_021_G01	L6 CT CTX
F2S4_170118_021_H01	L6 CT CTX
F2S4_170217_003_A01	L2/3 IT CTX-1
F2S4_170217_003_B01	L2/3 IT CTX-1
F2S4_170217_003_C01	L2/3 IT CTX-1
F2S4_170217_003_D01	L2/3 IT CTX-1
F2S4_170217_003_E01	L2/3 IT CTX-1
F2S4_170217_003_F01	L2/3 IT CTX-1
F2S4_170217_003_G01	L2/3 IT CTX-1
F2S4_170217_003_H01	L2/3 IT CTX-1
F2S4_170217_004_A01	L2/3 IT CTX-1
F2S4_170217_004_B01	L2/3 IT CTX-1
F2S4_170217_004_C01	L2/3 IT CTX-1
F2S4_170217_004_D01	L2/3 IT CTX-1
F2S4_170217_004_E01	L2/3 IT CTX-1
F2S4_170217_004_F01	L2/3 IT CTX-1
F2S4_170217_004_G01	L4/5 IT CTX
F2S4_170217_004_H01	L2/3 IT CTX-1
F2S4_170217_005_A01	L2/3 IT CTX-1
F2S4_170217_005_B01	L2/3 IT CTX-1
F2S4_170217_005_C01	L2/3 IT CTX-1
F2S4_170217_005_D01	L4/5 IT CTX
F2S4_170217_005_E01	L2/3 IT CTX-1
F2S4_170217_005_F01	L2/3 IT CTX-1
F2S4_170217_005_G01	L2/3 IT CTX-1
F2S4_170217_005_H01	L2/3 IT CTX-1
F2S4_170217_006_A01	L2/3 IT CTX-1
F2S4_170217_006_B01	L2/3 IT CTX-1
F2S4_170217_006_C01	L2/3 IT CTX-1
F2S4_170217_006_D01	L2/3 IT CTX-1
F2S4_170217_006_E01	L4/5 IT CTX
F2S4_170217_006_F01	L2/3 IT CTX-1
F2S4_170217_006_G01	L2/3 IT CTX-1
F2S4_170217_006_H01	L2/3 IT CTX-1
F2S4_170217_007_A01	L2/3 IT CTX-1
F2S4_170217_007_B01	L2/3 IT CTX-1
F2S4_170217_007_C01	L2/3 IT CTX-1
F2S4_170217_007_D01	L2/3 IT CTX-1
F2S4_170217_007_E01	L2/3 IT CTX-1
F2S4_170217_007_F01	L2/3 IT CTX-1
F2S4_170217_007_G01	L2/3 IT CTX-1
F2S4_170217_007_H01	L2/3 IT CTX-1
F2S4_170217_013_A01	L6 IT CTX
F2S4_170217_013_B01	L5 IT CTX
F2S4_170217_013_C01	L6 CT CTX
F2S4_170217_013_D01	L5 NP CTX
F2S4_170217_013_E01	L5 NP CTX
F2S4_170217_013_F01	L6 CT CTX
F2S4_170217_013_G01	L6 IT CTX
F2S4_170217_013_H01	L5 NP CTX
F2S4_170217_014_A01	L6 IT CTX
F2S4_170217_014_B01	L6 CT CTX
F2S4_170217_014_C01	L6 CT CTX
F2S4_170217_014_D01	L6 CT CTX
F2S4_170217_014_E01	L5 NP CTX
F2S4_170217_014_F01	L6 CT CTX
F2S4_170217_014_G01	L6 CT CTX
F2S4_170217_014_H01	L6 CT CTX
F2S4_170217_015_A01	L6 CT CTX
F2S4_170217_015_B01	L6 CT CTX
F2S4_170217_015_C01	L6 CT CTX
F2S4_170217_015_D01	L6 CT CTX
F2S4_170217_015_E01	L6 CT CTX
F2S4_170217_015_F01	L6 IT CTX
F2S4_170217_015_G01	L6 CT CTX
F2S4_170217_015_H01	L6 CT CTX
F2S4_170217_016_A01	L6 CT CTX
F2S4_170217_016_B01	L6 CT CTX
F2S4_170217_016_C01	L6 IT CTX
F2S4_170217_016_D01	L6 IT CTX
F2S4_170217_016_E01	L6 CT CTX
F2S4_170217_016_F01	L6 CT CTX
F2S4_170217_016_G01	L6 CT CTX
F2S4_170217_016_H01	L6 IT CTX
F2S4_170217_017_A01	L6 IT CTX
F2S4_170217_017_B01	L6 CT CTX
F2S4_170217_017_C01	L6 CT CTX
F2S4_170217_017_D01	L6 IT CTX
F2S4_170217_017_E01	L6 IT CTX
F2S4_170217_017_F01	L6 IT CTX
F2S4_170217_017_G01	L6 CT CTX
F2S4_170217_017_H01	L6 CT CTX
F2S4_170217_018_A01	L6 CT CTX
F2S4_170217_018_B01	L6 CT CTX
F2S4_170217_018_C01	L6 IT CTX
F2S4_170217_018_D01	L6 CT CTX
F2S4_170217_018_E01	L6 IT CTX
F2S4_170217_018_F01	L6 IT CTX
F2S4_170217_018_G01	L6 CT CTX
F2S4_170217_018_H01	L6 IT CTX
F2S4_170217_019_A01	L6b CTX
F2S4_170217_019_B01	L6 CT CTX
F2S4_170217_019_C01	L6 IT CTX
F2S4_170217_019_D01	L6 IT CTX
F2S4_170217_019_E01	L6 CT CTX
F2S4_170217_019_F01	L6 CT CTX
F2S4_170217_019_G01	L6 CT CTX
F2S4_170217_019_H01	L6 CT CTX
F2S4_170406_035_A01	L4/5 IT CTX
F2S4_170406_035_B01	L4/5 IT CTX
F2S4_170328_010_A01	L4/5 IT CTX
F2S4_170328_010_B01	L4/5 IT CTX
F2S4_170328_010_C01	L2/3 IT CTX-1
F2S4_170328_010_D01	L2/3 IT CTX-1
F2S4_170328_010_E01	L4/5 IT CTX
F2S4_170328_010_F01	L2/3 IT CTX-1
F2S4_170328_010_G01	L2/3 IT CTX-1
F2S4_170328_010_H01	L4/5 IT CTX
F2S4_170328_011_A01	L2/3 IT CTX-1
F2S4_170328_011_B01	L2/3 IT CTX-1
F2S4_170328_011_C01	L2/3 IT CTX-1
F2S4_170328_011_D01	L4/5 IT CTX
F2S4_170328_011_E01	L4/5 IT CTX
F2S4_170328_011_F01	L4/5 IT CTX
F2S4_170328_011_G01	L4/5 IT CTX
F2S4_170328_011_H01	L4/5 IT CTX
F2S4_170328_012_A01	L2/3 IT CTX-1
F2S4_170328_012_B01	L4/5 IT CTX
F2S4_170328_012_C01	L2/3 IT CTX-1
F2S4_170328_012_D01	L2/3 IT CTX-1
F2S4_170328_012_E01	L2/3 IT CTX-1
F2S4_170328_012_F01	L4/5 IT CTX
F2S4_170328_012_G01	L4/5 IT CTX
F2S4_170328_012_H01	L4/5 IT CTX
F2S4_170328_013_A01	L4/5 IT CTX
F2S4_170328_013_B01	L2/3 IT CTX-1
F2S4_170328_013_C01	L4/5 IT CTX
F2S4_170328_013_D01	L2/3 IT CTX-1
F2S4_170328_013_F01	L4/5 IT CTX
F2S4_170328_013_G01	L4/5 IT CTX
F2S4_170328_013_H01	L2/3 IT CTX-1
F2S4_170328_046_A01	L6 IT CTX
F2S4_170328_046_B01	L6 CT CTX
F2S4_170328_046_C01	L6 CT CTX
F2S4_170328_046_D01	L6 CT CTX
F2S4_170328_046_E01	L6 CT CTX
F2S4_170328_046_F01	L6 CT CTX
F2S4_170328_046_G01	L6 CT CTX
F2S4_170328_046_H01	L6 CT CTX
F2S4_170328_047_A01	L6 CT CTX
F2S4_170328_047_B01	L6 IT CTX
F2S4_170328_047_C01	L6 CT CTX
F2S4_170328_047_D01	L6 CT CTX
F2S4_170328_047_E01	L6 CT CTX
F2S4_170328_047_F01	L6 CT CTX
F2S4_170328_047_G01	L6 CT CTX
F2S4_170328_047_H01	L6 CT CTX
F2S4_170328_048_A01	L6 CT CTX
F2S4_170328_048_B01	L6 CT CTX
F2S4_170328_048_C01	L6 CT CTX
F2S4_170328_048_D01	L6 CT CTX
F2S4_170328_048_E01	L6 CT CTX
F2S4_170328_048_F01	L6 CT CTX
F2S4_170328_048_G01	L6 CT CTX
F2S4_170328_048_H01	L6 CT CTX
F2S4_170328_028_A01	L4/5 IT CTX
F2S4_170328_028_B01	L4/5 IT CTX
F2S4_170328_028_C01	L4/5 IT CTX
F2S4_170328_028_D01	L4/5 IT CTX
F2S4_170328_028_E01	L4/5 IT CTX
F2S4_170328_028_F01	L4/5 IT CTX
F2S4_170328_028_G01	L4/5 IT CTX
F2S4_170328_028_H01	L4/5 IT CTX
F2S4_170328_029_A01	L4/5 IT CTX
F2S4_170328_029_B01	L4/5 IT CTX
F2S4_170328_029_D01	L4/5 IT CTX
F2S4_170328_029_E01	L4/5 IT CTX
F2S4_170328_029_F01	L4/5 IT CTX
F2S4_170328_029_G01	L4/5 IT CTX
F2S4_170328_029_H01	L4/5 IT CTX
F2S4_170328_030_A01	L4/5 IT CTX
F2S4_170328_030_B01	L4/5 IT CTX
F2S4_170328_030_C01	L4/5 IT CTX
F2S4_170328_030_D01	L4/5 IT CTX
F2S4_170328_030_E01	L4/5 IT CTX
F2S4_170328_030_F01	L2/3 IT CTX-1
F2S4_170328_030_G01	L2/3 IT CTX-1
F2S4_170328_030_H01	L4/5 IT CTX
F2S4_170511_001_A01	Sst
F2S4_170509_033_A01	L6 CT CTX
F2S4_170509_033_B01	L6 IT CTX
F2S4_170509_033_C01	L6 CT CTX
F2S4_170509_033_D01	L6 CT CTX
F2S4_170509_033_E01	L6 CT CTX
F2S4_170509_033_F01	L6 CT CTX
F2S4_170509_033_G01	L6 CT CTX
F2S4_170509_033_H01	L6 CT CTX
F2S4_170509_034_A01	L6 CT CTX
F2S4_170509_034_B01	L6 CT CTX
F2S4_170509_034_C01	L6 CT CTX
F2S4_170509_034_D01	L6 CT CTX
F2S4_170509_034_E01	L6 IT CTX
F2S4_170509_034_F01	L6 CT CTX
F2S4_170509_034_G01	L6 CT CTX
F2S4_170509_034_H01	L6 IT CTX
F2S4_170509_035_A01	L6 CT CTX
F2S4_170509_035_B01	L6 CT CTX
F2S4_170509_035_C01	L6 CT CTX
F2S4_170509_035_D01	L6 CT CTX
F2S4_170509_035_E01	L6 CT CTX
F2S4_170509_035_F01	L6 CT CTX
F2S4_170509_035_G01	L6 CT CTX
F2S4_170509_035_H01	L6 CT CTX
F2S4_170330_012_A01	L6 IT CTX
F2S4_170330_012_B01	L6 CT CTX
F2S4_170330_012_C01	L6 IT CTX
F2S4_170330_012_D01	L6 CT CTX
F2S4_170330_012_E01	L6 CT CTX
F2S4_170330_012_F01	L6 IT CTX
F2S4_170330_012_G01	L6 CT CTX
F2S4_170330_012_H01	L6 CT CTX
F2S4_170330_013_A01	L6 CT CTX
F2S4_170330_013_B01	L6 CT CTX
F2S4_170330_013_C01	L6 CT CTX
F2S4_170330_013_D01	L6 CT CTX
F2S4_170330_013_E01	L6 CT CTX
F2S4_170330_013_F01	L6 CT CTX
F2S4_170330_013_G01	L6 CT CTX
F2S4_170330_013_H01	L6 CT CTX
F2S4_170330_014_A01	L6 CT CTX
F2S4_170330_014_B01	L6 CT CTX
F2S4_170330_014_C01	L6 IT CTX
F2S4_170330_014_D01	L6 IT CTX
F2S4_170330_014_E01	L6 CT CTX
F2S4_170330_014_F01	L6 CT CTX
F2S4_170330_014_G01	L6 CT CTX
F2S4_170330_014_H01	L6 IT CTX
F2S4_170330_015_A01	L6 CT CTX
F2S4_170330_015_B01	L6 CT CTX
F2S4_170330_015_C01	L6 IT CTX
F2S4_170330_015_E01	L6 CT CTX
F2S4_170330_015_F01	L6 CT CTX
F2S4_170330_015_G01	L6 CT CTX
F2S4_170330_015_H01	L6 CT CTX
F2S4_170504_011_A01	L4/5 IT CTX
F2S4_170504_011_B01	L4/5 IT CTX
