sample_name	subclass_label
F2S4_170407_018_D01	L4/5 IT CTX
F2S4_170407_018_E01	L4/5 IT CTX
F2S4_170407_018_G01	L4/5 IT CTX
F2S4_170328_001_A01	L2/3 IT CTX-1
F2S4_170328_001_B01	L2/3 IT CTX-1
F2S4_170328_001_C01	L2/3 IT CTX-1
F2S4_170328_001_D01	L2/3 IT CTX-1
F2S4_170328_001_E01	L2/3 IT CTX-1
F2S4_170328_001_G01	L2/3 IT CTX-1
F2S4_170328_001_H01	L2/3 IT CTX-1
F2S4_170328_002_A01	L2/3 IT CTX-1
F2S4_170328_002_B01	L2/3 IT CTX-1
F2S4_170328_002_C01	L2/3 IT CTX-1
F2S4_170328_002_D01	L2/3 IT CTX-1
F2S4_170328_002_E01	L2/3 IT CTX-1
F2S4_170328_002_F01	L2/3 IT CTX-1
F2S4_170328_002_G01	L2/3 IT CTX-1
F2S4_170328_002_H01	L2/3 IT CTX-1
F2S4_170328_003_A01	L2/3 IT CTX-1
F2S4_170328_003_B01	L2/3 IT CTX-1
F2S4_170328_003_C01	L2/3 IT CTX-1
F2S4_170328_003_D01	L2/3 IT CTX-1
F2S4_170328_003_E01	L2/3 IT CTX-1
F2S4_170328_003_F01	L2/3 IT CTX-1
F2S4_170328_003_G01	L2/3 IT CTX-1
F2S4_170328_003_H01	L2/3 IT CTX-1
F2S4_170328_004_A01	L2/3 IT CTX-1
F2S4_170328_004_B01	L2/3 IT CTX-1
F2S4_170328_004_C01	L2/3 IT CTX-1
F2S4_170328_004_D01	L2/3 IT CTX-1
F2S4_170328_004_E01	L2/3 IT CTX-1
F2S4_170328_004_F01	L2/3 IT CTX-1
F2S4_170328_004_G01	L2/3 IT CTX-1
F2S4_170328_004_H01	L2/3 IT CTX-1
F2S4_170328_019_A01	L6 IT CTX
F2S4_170328_019_C01	L6b CTX
F2S4_170328_019_E01	L6 IT CTX
F2S4_170328_019_F01	L6 CT CTX
F2S4_170328_019_G01	L6 IT CTX
F2S4_170328_019_H01	L6 IT CTX
F2S4_170328_020_A01	L6 IT CTX
F2S4_170328_020_D01	L6 IT CTX
F2S4_170328_020_F01	L6 IT CTX
F2S4_170328_020_G01	L6 IT CTX
F2S4_170328_020_H01	L6 CT CTX
F2S4_170328_021_A01	L6 IT CTX
F2S4_170328_021_B01	L6 CT CTX
F2S4_170328_021_C01	L6 IT CTX
F2S4_170328_021_D01	L6 IT CTX
F2S4_170328_021_E01	L6 IT CTX
F2S4_170328_021_F01	L6 CT CTX
F2S4_170328_021_G01	L6 IT CTX
F2S4_170328_021_H01	L6 IT CTX
F2S4_170328_022_A01	L6b CTX
F2S4_170328_022_B01	L6 IT CTX
F2S4_170328_022_C01	L6 CT CTX
F2S4_170328_022_D01	L6 IT CTX
F2S4_170328_022_F01	L6 CT CTX
F2S4_170328_022_G01	L6b CTX
F2S4_170328_022_H01	L6 CT CTX
F2S4_170328_037_A01	L6 IT CTX
F2S4_170328_037_B01	L6 CT CTX
F2S4_170328_037_C01	L6 CT CTX
F2S4_170328_037_E01	L6 IT CTX
F2S4_170328_037_F01	L6 IT CTX
F2S4_170328_037_G01	L6 CT CTX
F2S4_170328_037_H01	L6 IT CTX
F2S4_170328_038_A01	L6 IT CTX
F2S4_170328_038_B01	L6 CT CTX
F2S4_170328_038_C01	L6 IT CTX
F2S4_170328_038_E01	L6 CT CTX
F2S4_170328_038_F01	L6 CT CTX
F2S4_170328_038_G01	L6 CT CTX
F2S4_170328_038_H01	L6 IT CTX
F2S4_170328_039_A01	L6 IT CTX
F2S4_170328_039_B01	L6 CT CTX
F2S4_170328_039_C01	L6 IT CTX
F2S4_170328_039_D01	L6 CT CTX
F2S4_170328_039_G01	L6b CTX
F2S4_170328_039_H01	L6 IT CTX
F2S4_170328_040_B01	L6 CT CTX
F2S4_170328_040_C01	L6 IT CTX
F2S4_170328_040_D01	L6b CTX
F2S4_170328_040_E01	L6 CT CTX
F2S4_170328_040_F01	L6 IT CTX
F2S4_170328_040_G01	L6 IT CTX
F2S4_170328_040_H01	L6 IT CTX
F2S4_170328_005_A01	L2/3 IT CTX-1
F2S4_170328_005_B01	L2/3 IT CTX-1
F2S4_170328_005_C01	L2/3 IT CTX-1
F2S4_170328_005_D01	L2/3 IT CTX-1
F2S4_170328_005_E01	L2/3 IT CTX-1
F2S4_170328_005_F01	L2/3 IT CTX-1
F2S4_170328_005_G01	L2/3 IT CTX-1
F2S4_170328_005_H01	L2/3 IT CTX-1
F2S4_170328_006_A01	L2/3 IT CTX-1
F2S4_170328_006_B01	L2/3 IT CTX-1
F2S4_170328_006_C01	L2/3 IT CTX-1
F2S4_170328_006_D01	L2/3 IT CTX-1
F2S4_170328_006_E01	L2/3 IT CTX-1
F2S4_170328_006_F01	L2/3 IT CTX-1
F2S4_170328_006_G01	L2/3 IT CTX-1
F2S4_170328_006_H01	L2/3 IT CTX-1
F2S4_170328_007_A01	L2/3 IT CTX-1
F2S4_170328_007_B01	L2/3 IT CTX-1
F2S4_170328_007_C01	L2/3 IT CTX-1
F2S4_170328_007_D01	L2/3 IT CTX-1
F2S4_170328_007_E01	L2/3 IT CTX-1
F2S4_170328_007_F01	L2/3 IT CTX-1
F2S4_170328_007_H01	L2/3 IT CTX-1
F2S4_170328_008_A01	L2/3 IT CTX-1
F2S4_170328_008_B01	L2/3 IT CTX-1
F2S4_170328_008_C01	L2/3 IT CTX-1
F2S4_170328_008_D01	L2/3 IT CTX-1
F2S4_170328_008_E01	L2/3 IT CTX-1
F2S4_170328_008_F01	L2/3 IT CTX-1
F2S4_170328_008_G01	L2/3 IT CTX-1
F2S4_170328_009_A01	L2/3 IT CTX-1
F2S4_170328_009_B01	L2/3 IT CTX-1
F2S4_170328_009_C01	L2/3 IT CTX-1
F2S4_170328_009_D01	L2/3 IT CTX-1
F2S4_170328_009_E01	L2/3 IT CTX-1
F2S4_170328_009_F01	L2/3 IT CTX-1
F2S4_170328_009_G01	L2/3 IT CTX-1
F2S4_170328_009_H01	L2/3 IT CTX-1
F2S4_170504_001_A01	L2/3 IT CTX-1
F2S4_170504_001_B01	L2/3 IT CTX-1
F2S4_170504_001_C01	L2/3 IT CTX-1
F2S4_170504_001_D01	L4/5 IT CTX
F2S4_170504_001_E01	L2/3 IT CTX-1
F2S4_170504_001_F01	L2/3 IT CTX-1
F2S4_170504_001_G01	L2/3 IT CTX-1
F2S4_170504_001_H01	L2/3 IT CTX-1
F2S4_170504_002_A01	L4/5 IT CTX
F2S4_170504_002_B01	L2/3 IT CTX-1
F2S4_170504_002_C01	L2/3 IT CTX-1
F2S4_170504_002_D01	L2/3 IT CTX-1
F2S4_170504_002_E01	L2/3 IT CTX-1
F2S4_170504_002_F01	L4/5 IT CTX
F2S4_170504_002_G01	L2/3 IT CTX-1
F2S4_170504_002_H01	L2/3 IT CTX-1
F2S4_170504_003_A01	L2/3 IT CTX-1
F2S4_170504_003_B01	L2/3 IT CTX-1
F2S4_170504_003_C01	L2/3 IT CTX-1
F2S4_170504_003_D01	L2/3 IT CTX-1
F2S4_170504_003_E01	L2/3 IT CTX-1
F2S4_170504_003_F01	L2/3 IT CTX-1
F2S4_170504_003_G01	L2/3 IT CTX-1
F2S4_170504_003_H01	L2/3 IT CTX-1
F2S4_170328_023_C01	L6 IT CTX
F2S4_170328_023_D01	L6 IT CTX
F2S4_170328_023_E01	L6b CTX
F2S4_170328_023_F01	L6 CT CTX
F2S4_170328_023_H01	L6 CT CTX
F2S4_170328_024_A01	L5 IT CTX
F2S4_170328_024_B01	L6 CT CTX
F2S4_170328_024_C01	L6 CT CTX
F2S4_170328_024_E01	L6 IT CTX
F2S4_170328_025_C01	L6 CT CTX
F2S4_170328_025_D01	L6 CT CTX
F2S4_170328_025_E01	L6 IT CTX
F2S4_170328_025_F01	L6 IT CTX
F2S4_170328_025_G01	L6 CT CTX
F2S4_170522_001_A01	L6 IT CTX
F2S4_170522_001_B01	L6 IT CTX
F2S4_170522_001_C01	L6 CT CTX
F2S4_170522_001_D01	L6 IT CTX
F2S4_170522_001_F01	L6 IT CTX
F2S4_170522_001_G01	L6 IT CTX
F2S4_170522_001_H01	L6 IT CTX
F2S4_170522_002_A01	L6 CT CTX
F2S4_170522_002_C01	L6 IT CTX
F2S4_170522_002_D01	L6 CT CTX
F2S4_170522_002_E01	L6 CT CTX
F2S4_170522_002_F01	L6 IT CTX
F2S4_170522_002_G01	L6 CT CTX
F2S4_170522_002_H01	L6 CT CTX
F2S4_170522_003_A01	L6 IT CTX
F2S4_170522_003_B01	L6 CT CTX
F2S4_170522_003_C01	L6 IT CTX
F2S4_170522_003_D01	L6 IT CTX
F2S4_170522_003_E01	L6 CT CTX
F2S4_170522_003_G01	L6 CT CTX
F2S4_170522_003_H01	L6 IT CTX
F2S4_170522_017_A01	L2/3 IT CTX-1
F2S4_170522_017_B01	L2/3 IT CTX-1
F2S4_170522_017_C01	L2/3 IT CTX-1
F2S4_170522_017_D01	L2/3 IT CTX-1
F2S4_170522_017_E01	L2/3 IT CTX-1
F2S4_170522_017_F01	L2/3 IT CTX-1
F2S4_170522_017_G01	L2/3 IT CTX-1
F2S4_170522_017_H01	L2/3 IT CTX-1
F2S4_170522_018_A01	L2/3 IT CTX-1
F2S4_170522_018_B01	L2/3 IT CTX-1
F2S4_170522_018_C01	L2/3 IT CTX-1
F2S4_170522_018_D01	L2/3 IT CTX-1
F2S4_170522_018_E01	L2/3 IT CTX-1
F2S4_170522_018_F01	L2/3 IT CTX-1
F2S4_170522_018_G01	L2/3 IT CTX-1
F2S4_170522_018_H01	L2/3 IT CTX-1
F2S4_170522_037_A01	L4/5 IT CTX
F2S4_170522_037_B01	L4/5 IT CTX
F2S4_170522_037_C01	L4/5 IT CTX
F2S4_170522_037_D01	L4/5 IT CTX
F2S4_170522_037_F01	L4/5 IT CTX
F2S4_170522_037_H01	L4/5 IT CTX
F2S4_170522_038_A01	L4/5 IT CTX
F2S4_170522_038_B01	L4/5 IT CTX
F2S4_170522_038_C01	L4/5 IT CTX
F2S4_170522_038_D01	L4/5 IT CTX
F2S4_170522_038_E01	L4/5 IT CTX
F2S4_170522_038_F01	L4/5 IT CTX
F2S4_170522_038_G01	L4/5 IT CTX
F2S4_170522_038_H01	L4/5 IT CTX
F2S4_170522_039_B01	L4/5 IT CTX
F2S4_170522_039_D01	L4/5 IT CTX
F2S4_170522_039_E01	L4/5 IT CTX
F2S4_170522_039_F01	L4/5 IT CTX
F2S4_170522_039_G01	L4/5 IT CTX
F2S4_170522_039_H01	L4/5 IT CTX
F2S4_170522_045_A01	L4/5 IT CTX
F2S4_170522_045_B01	L4/5 IT CTX
F2S4_170522_045_C01	L4/5 IT CTX
F2S4_170522_045_D01	L4/5 IT CTX
F2S4_170522_045_E01	L4/5 IT CTX
F2S4_170522_045_F01	L4/5 IT CTX
F2S4_170522_045_G01	L4/5 IT CTX
F2S4_170522_045_H01	L4/5 IT CTX
F2S4_170522_046_A01	L6 CT CTX
F2S4_170522_046_C01	L6 CT CTX
F2S4_170522_046_D01	L6 IT CTX
F2S4_170522_046_E01	L6 IT CTX
F2S4_170522_046_F01	L6 IT CTX
F2S4_170522_046_G01	L6 IT CTX
F2S4_170522_046_H01	L6 IT CTX
F2S4_170522_047_A01	L6 IT CTX
F2S4_170522_047_C01	L6 CT CTX
F2S4_170522_047_D01	L6 IT CTX
F2S4_170522_047_E01	L6 IT CTX
F2S4_170522_047_F01	L6 IT CTX
F2S4_170522_047_G01	L6 IT CTX
F2S4_170522_047_H01	L6 CT CTX
F2S4_170522_048_A01	L6 CT CTX
F2S4_170522_048_B01	L6 IT CTX
F2S4_170522_048_C01	L6 IT CTX
F2S4_170522_048_D01	L6 IT CTX
F2S4_170522_048_E01	L6 CT CTX
F2S4_170522_048_F01	L6 CT CTX
F2S4_170522_048_G01	L6 CT CTX
F2S4_170522_048_H01	L6 IT CTX
F2S4_170522_085_A01	L4/5 IT CTX
F2S4_170522_085_B01	L4/5 IT CTX
F2S4_170522_085_C01	L4/5 IT CTX
F2S4_170522_085_E01	L4/5 IT CTX
F2S4_170522_085_F01	L4/5 IT CTX
F2S4_170522_086_A01	L4/5 IT CTX
F2S4_170522_086_B01	L4/5 IT CTX
F2S4_170522_086_C01	L4/5 IT CTX
F2S4_170522_086_D01	L4/5 IT CTX
F2S4_170522_086_E01	L4/5 IT CTX
F2S4_170522_086_H01	L4/5 IT CTX
F2S4_170522_087_B01	L2/3 IT CTX-1
F2S4_170522_087_C01	L2/3 IT CTX-1
F2S4_170522_087_D01	L2/3 IT CTX-1
F2S4_170522_087_F01	L2/3 IT CTX-1
F2S4_170522_087_G01	L2/3 IT CTX-1
F2S4_170522_087_H01	L2/3 IT CTX-1
F2S4_170522_088_A01	L2/3 IT CTX-1
F2S4_170522_088_B01	L2/3 IT CTX-1
F2S4_170522_088_C01	L2/3 IT CTX-1
F2S4_170522_088_D01	L2/3 IT CTX-1
F2S4_170522_088_E01	L2/3 IT CTX-1
F2S4_170522_088_F01	L2/3 IT CTX-1
F2S4_170522_088_G01	L2/3 IT CTX-1
F2S4_170522_088_H01	L2/3 IT CTX-1
F2S4_170522_101_A01	L6 IT CTX
F2S4_170522_101_B01	L6 CT CTX
F2S4_170522_101_C01	L6 CT CTX
F2S4_170522_101_D01	L6 IT CTX
F2S4_170522_101_E01	L6 IT CTX
F2S4_170522_101_F01	L6 CT CTX
F2S4_170522_101_G01	L6 IT CTX
F2S4_170522_101_H01	L6 IT CTX
F2S4_170522_102_A01	L6 IT CTX
F2S4_170522_102_B01	L6 CT CTX
F2S4_170522_102_C01	L6 CT CTX
F2S4_170522_102_D01	L6 CT CTX
F2S4_170522_102_E01	L6 IT CTX
F2S4_170522_102_F01	L6 IT CTX
F2S4_170522_102_G01	L6 CT CTX
F2S4_170522_103_A01	L6 IT CTX
F2S4_170522_103_B01	L6 CT CTX
F2S4_170522_103_C01	L6 IT CTX
F2S4_170522_103_D01	L6 IT CTX
F2S4_170522_103_E01	L6 CT CTX
F2S4_170522_103_F01	L6 IT CTX
F2S4_170522_103_G01	L6 IT CTX
F2S4_170522_103_H01	L6 IT CTX
F2S4_170328_026_C01	L6 IT CTX
F2S4_170328_026_D01	L6 IT CTX
F2S4_170328_026_E01	L6 CT CTX
F2S4_170328_026_F01	L6 IT CTX
F2S4_170328_026_G01	L6b CTX
F2S4_170328_026_H01	L6b CTX
F2S4_170328_027_A01	L6 IT CTX
F2S4_170328_027_B01	L6 IT CTX
F2S4_170328_027_C01	L6 IT CTX
F2S4_170328_027_D01	L6 CT CTX
F2S4_170328_027_E01	L6 CT CTX
F2S4_170328_027_F01	L6 IT CTX
F2S4_170328_027_H01	L6b CTX
F2S4_170504_004_A01	L2/3 IT CTX-1
F2S4_170504_004_B01	L2/3 IT CTX-1
F2S4_170504_004_C01	L2/3 IT CTX-1
F2S4_170504_004_D01	L4/5 IT CTX
F2S4_170504_004_E01	L2/3 IT CTX-1
F2S4_170504_004_F01	L2/3 IT CTX-1
F2S4_170504_004_G01	L2/3 IT CTX-1
F2S4_170504_004_H01	L2/3 IT CTX-1
F2S4_170504_005_B01	L2/3 IT CTX-1
F2S4_170504_005_C01	L2/3 IT CTX-1
F2S4_170504_005_D01	L2/3 IT CTX-1
F2S4_170504_005_E01	L2/3 IT CTX-1
F2S4_170504_005_F01	L2/3 IT CTX-1
F2S4_170504_005_G01	L2/3 IT CTX-1
F2S4_170504_005_H01	L2/3 IT CTX-1
F2S4_170504_006_A01	L2/3 IT CTX-1
F2S4_170504_006_B01	L2/3 IT CTX-1
F2S4_170504_006_C01	L2/3 IT CTX-1
F2S4_170504_006_D01	L2/3 IT CTX-1
F2S4_170504_006_E01	L2/3 IT CTX-1
F2S4_170504_006_F01	L2/3 IT CTX-1
F2S4_170504_006_G01	L2/3 IT CTX-1
F2S4_170522_004_A01	L6 IT CTX
F2S4_170522_004_C01	L6b CTX
F2S4_170522_004_D01	L6b CTX
F2S4_170522_004_E01	L6 IT CTX
F2S4_170522_004_F01	L6 CT CTX
F2S4_170522_004_G01	L6 CT CTX
F2S4_170522_005_A01	L6 IT CTX
F2S4_170522_005_B01	L5 NP CTX
F2S4_170522_005_C01	L6 IT CTX
F2S4_170522_005_D01	L6 IT CTX
F2S4_170522_005_E01	L5 NP CTX
F2S4_170522_005_G01	L6 IT CTX
F2S4_170522_005_H01	L6 CT CTX
F2S4_170522_006_A01	L6 CT CTX
F2S4_170522_006_C01	L6 IT CTX
F2S4_170522_006_D01	L6 IT CTX
F2S4_170522_006_E01	L6 CT CTX
F2S4_170522_006_F01	L6 IT CTX
F2S4_170522_006_G01	L6 IT CTX
F2S4_170522_006_H01	L6 IT CTX
F2S4_170522_040_A01	L4/5 IT CTX
F2S4_170522_040_B01	L4/5 IT CTX
F2S4_170522_040_D01	L4/5 IT CTX
F2S4_170522_040_E01	L4/5 IT CTX
F2S4_170522_040_F01	L4/5 IT CTX
F2S4_170522_040_G01	L4/5 IT CTX
F2S4_170522_040_H01	L4/5 IT CTX
F2S4_170522_041_A01	L4/5 IT CTX
F2S4_170522_041_B01	L4/5 IT CTX
F2S4_170522_041_C01	L4/5 IT CTX
F2S4_170522_041_E01	L4/5 IT CTX
F2S4_170522_041_G01	L4/5 IT CTX
F2S4_170522_042_B01	L4/5 IT CTX
F2S4_170522_042_C01	L4/5 IT CTX
F2S4_170522_042_D01	L4/5 IT CTX
F2S4_170522_042_E01	L4/5 IT CTX
F2S4_170522_042_F01	L4/5 IT CTX
F2S4_170522_042_G01	L4/5 IT CTX
F2S4_170522_042_H01	L4/5 IT CTX
F2S4_170504_007_A01	L2/3 IT CTX-1
F2S4_170504_007_B01	L2/3 IT CTX-1
F2S4_170504_007_C01	L2/3 IT CTX-1
F2S4_170504_007_D01	L2/3 IT CTX-1
F2S4_170504_007_E01	L2/3 IT CTX-1
F2S4_170504_007_F01	L2/3 IT CTX-1
F2S4_170504_007_G01	L2/3 IT CTX-1
F2S4_170504_007_H01	L2/3 IT CTX-1
F2S4_170504_008_A01	L2/3 IT CTX-1
F2S4_170504_008_B01	L4/5 IT CTX
F2S4_170504_008_C01	L2/3 IT CTX-1
F2S4_170504_008_D01	L2/3 IT CTX-1
F2S4_170504_008_E01	L2/3 IT CTX-1
F2S4_170504_008_F01	L4/5 IT CTX
F2S4_170504_008_G01	L2/3 IT CTX-1
F2S4_170504_009_A01	L4/5 IT CTX
F2S4_170504_009_B01	L2/3 IT CTX-1
F2S4_170504_009_D01	L2/3 IT CTX-1
F2S4_170504_009_E01	L2/3 IT CTX-1
F2S4_170504_009_F01	L2/3 IT CTX-1
F2S4_170504_009_G01	L2/3 IT CTX-1
F2S4_170504_009_H01	L2/3 IT CTX-1
F2S4_170522_007_B01	L6 IT CTX
F2S4_170522_007_C01	L6 IT CTX
F2S4_170522_007_D01	L6 IT CTX
F2S4_170522_007_E01	L6 IT CTX
F2S4_170522_007_F01	L6 CT CTX
F2S4_170522_007_G01	L6b CTX
F2S4_170522_007_H01	L6 CT CTX
F2S4_170522_008_A01	L6 IT CTX
F2S4_170522_008_B01	L6 IT CTX
F2S4_170522_008_C01	L6 CT CTX
F2S4_170522_008_D01	L5 IT CTX
F2S4_170522_008_E01	L6 IT CTX
F2S4_170522_008_F01	L6 CT CTX
F2S4_170522_008_G01	L6 IT CTX
F2S4_170522_008_H01	L6 IT CTX
F2S4_170522_009_A01	L6 CT CTX
F2S4_170522_009_B01	L6 IT CTX
F2S4_170522_009_C01	L6 CT CTX
F2S4_170522_009_D01	L6 IT CTX
F2S4_170522_009_E01	L6 IT CTX
F2S4_170522_009_F01	L6 CT CTX
F2S4_170522_009_G01	L6 IT CTX
F2S4_170522_043_A01	L4/5 IT CTX
F2S4_170522_043_B01	L4/5 IT CTX
F2S4_170522_043_C01	L4/5 IT CTX
F2S4_170522_043_E01	L4/5 IT CTX
F2S4_170522_043_F01	L4/5 IT CTX
F2S4_170522_043_G01	L4/5 IT CTX
F2S4_170522_043_H01	L4/5 IT CTX
F2S4_170522_044_C01	L4/5 IT CTX
F2S4_170522_044_D01	L4/5 IT CTX
F2S4_170522_044_E01	L4/5 IT CTX
F2S4_170522_044_F01	L4/5 IT CTX
F2S4_170328_041_B01	L6b CTX
F2S4_170328_041_C01	L6 IT CTX
F2S4_170328_041_D01	L6 IT CTX
F2S4_170328_041_E01	L6 IT CTX
F2S4_170328_041_F01	L6 CT CTX
F2S4_170328_041_G01	L6 CT CTX
F2S4_170328_041_H01	L6 IT CTX
F2S4_170328_042_A01	L6 CT CTX
F2S4_170328_042_B01	L6 CT CTX
F2S4_170328_042_C01	L6 IT CTX
F2S4_170328_042_D01	L6 IT CTX
F2S4_170328_042_E01	L6 IT CTX
F2S4_170328_042_F01	L6 IT CTX
F2S4_170328_042_G01	L6 CT CTX
F2S4_170328_042_H01	L6 IT CTX
F2S4_170328_043_A01	L6 IT CTX
F2S4_170328_043_B01	L6 IT CTX
F2S4_170328_043_C01	L6 CT CTX
F2S4_170328_043_D01	L6b CTX
F2S4_170328_043_E01	L6 CT CTX
F2S4_170328_043_F01	L6 IT CTX
F2S4_170328_043_G01	L6 IT CTX
F2S4_170328_043_H01	L6 CT CTX
F2S4_170504_010_A01	L2/3 IT CTX-1
F2S4_170504_010_B01	L2/3 IT CTX-1
F2S4_170504_010_C01	L2/3 IT CTX-1
F2S4_170504_010_D01	L2/3 IT CTX-1
F2S4_170504_010_F01	L2/3 IT CTX-1
F2S4_170504_010_G01	L2/3 IT CTX-1
F2S4_170504_010_H01	L2/3 IT CTX-1
F2S4_170522_010_A01	L2/3 IT CTX-1
F2S4_170522_010_B01	L2/3 IT CTX-1
F2S4_170522_010_C01	L2/3 IT CTX-1
F2S4_170522_010_D01	L2/3 IT CTX-1
F2S4_170522_010_E01	L2/3 IT CTX-1
F2S4_170522_010_F01	L2/3 IT CTX-1
F2S4_170522_010_G01	L2/3 IT CTX-1
F2S4_170522_010_H01	L2/3 IT CTX-1
F2S4_170522_011_A01	L2/3 IT CTX-1
F2S4_170522_011_B01	L2/3 IT CTX-1
F2S4_170522_011_C01	L2/3 IT CTX-1
F2S4_170522_011_D01	L2/3 IT CTX-1
F2S4_170522_011_E01	L2/3 IT CTX-1
F2S4_170522_011_F01	L2/3 IT CTX-1
F2S4_170522_011_G01	L4/5 IT CTX
F2S4_170522_011_H01	L2/3 IT CTX-1
F2S4_170522_012_A01	L2/3 IT CTX-1
F2S4_170522_012_B01	L2/3 IT CTX-1
F2S4_170522_012_C01	L2/3 IT CTX-1
F2S4_170522_012_D01	L2/3 IT CTX-1
F2S4_170522_012_E01	L2/3 IT CTX-1
F2S4_170522_012_F01	L2/3 IT CTX-1
F2S4_170522_012_G01	L2/3 IT CTX-1
F2S4_170522_012_H01	L2/3 IT CTX-1
F2S4_170522_049_B01	L6 CT CTX
F2S4_170522_049_C01	L6 CT CTX
F2S4_170522_049_D01	L6 CT CTX
F2S4_170522_049_E01	L6 CT CTX
F2S4_170522_049_F01	L5 NP CTX
F2S4_170522_049_G01	L6 IT CTX
F2S4_170522_050_A01	L6 IT CTX
F2S4_170522_050_B01	L5 IT CTX
F2S4_170522_050_C01	L6 IT CTX
F2S4_170522_050_D01	L6 IT CTX
F2S4_170522_050_E01	L6 IT CTX
F2S4_170522_050_F01	L6 IT CTX
F2S4_170522_050_H01	L6 CT CTX
F2S4_170328_044_A01	L6 IT CTX
F2S4_170328_044_B01	L6 CT CTX
F2S4_170328_044_C01	L6 IT CTX
F2S4_170328_044_D01	L6 IT CTX
F2S4_170328_044_E01	L6 IT CTX
F2S4_170328_044_F01	L6 IT CTX
F2S4_170328_044_G01	L6 CT CTX
F2S4_170328_044_H01	L6 IT CTX
F2S4_170328_045_A01	L6 IT CTX
F2S4_170328_045_B01	L6 IT CTX
F2S4_170328_045_C01	L6 IT CTX
F2S4_170328_045_D01	L6 IT CTX
F2S4_170328_045_E01	L6 CT CTX
F2S4_170328_045_F01	L6 CT CTX
F2S4_170328_045_G01	L6 CT CTX
F2S4_170522_013_A01	L2/3 IT CTX-1
F2S4_170522_013_B01	L2/3 IT CTX-1
F2S4_170522_013_C01	L2/3 IT CTX-1
F2S4_170522_013_D01	L2/3 IT CTX-1
F2S4_170522_013_E01	L2/3 IT CTX-1
F2S4_170522_013_F01	L2/3 IT CTX-1
F2S4_170522_013_G01	L2/3 IT CTX-1
F2S4_170522_013_H01	L2/3 IT CTX-1
F2S4_170522_014_A01	L2/3 IT CTX-1
F2S4_170522_014_B01	L2/3 IT CTX-1
F2S4_170522_014_C01	L2/3 IT CTX-1
F2S4_170522_014_D01	L2/3 IT CTX-1
F2S4_170522_014_E01	L2/3 IT CTX-1
F2S4_170522_014_F01	L2/3 IT CTX-1
F2S4_170522_014_G01	L2/3 IT CTX-1
F2S4_170522_014_H01	L2/3 IT CTX-1
F2S4_170522_015_B01	L2/3 IT CTX-1
F2S4_170522_015_C01	L2/3 IT CTX-1
F2S4_170522_015_D01	L2/3 IT CTX-1
F2S4_170522_015_E01	L2/3 IT CTX-1
F2S4_170522_015_F01	L2/3 IT CTX-1
F2S4_170522_015_G01	L2/3 IT CTX-1
F2S4_170522_016_A01	L2/3 IT CTX-1
F2S4_170522_016_B01	L2/3 IT CTX-1
F2S4_170522_016_C01	L2/3 IT CTX-1
F2S4_170522_016_E01	L2/3 IT CTX-1
F2S4_170522_016_F01	L2/3 IT CTX-1
F2S4_170522_016_G01	L2/3 IT CTX-1
F2S4_170522_016_H01	L2/3 IT CTX-1
F2S4_170523_052_A01	L6 IT CTX
F2S4_170523_052_B01	L6b CTX
F2S4_170523_052_C01	L6 CT CTX
F2S4_170523_052_D01	L6 CT CTX
F2S4_170523_052_E01	L6 CT CTX
F2S4_170523_052_F01	L6 IT CTX
F2S4_170523_052_G01	L6 IT CTX
F2S4_170523_052_H01	L6 IT CTX
F2S4_170523_053_A01	L5 IT CTX
F2S4_170523_053_B01	L6 CT CTX
F2S4_170523_053_C01	L6 CT CTX
F2S4_170523_053_D01	L6 IT CTX
F2S4_170523_053_E01	L6b CTX
F2S4_170523_053_F01	L6 CT CTX
F2S4_170523_053_G01	L6 IT CTX
F2S4_170523_053_H01	L6 IT CTX
F2S4_170522_051_A01	L6 IT CTX
F2S4_170522_051_B01	L6 CT CTX
F2S4_170522_051_C01	L6 CT CTX
F2S4_170522_051_D01	L6 IT CTX
F2S4_170522_051_E01	L6 IT CTX
F2S4_170522_051_F01	L6 IT CTX
F2S4_170522_051_H01	L6 IT CTX
F2S4_170522_052_A01	L6 IT CTX
F2S4_170522_052_B01	L5 NP CTX
F2S4_170522_052_D01	L6 IT CTX
F2S4_170522_052_E01	L6 IT CTX
F2S4_170522_052_F01	L6 IT CTX
F2S4_170522_052_G01	L6 CT CTX
F2S4_170522_052_H01	L6 IT CTX
F2S4_170523_050_A01	L6 CT CTX
F2S4_170523_050_B01	L6 CT CTX
F2S4_170523_050_C01	L6 IT CTX
F2S4_170523_050_D01	L6 IT CTX
F2S4_170523_050_E01	L6 IT CTX
F2S4_170523_050_F01	L5 NP CTX
F2S4_170523_050_G01	L6 CT CTX
F2S4_170523_051_A01	L6 IT CTX
F2S4_170523_051_B01	L6 IT CTX
F2S4_170523_051_C01	L6 IT CTX
F2S4_170523_051_D01	L6 CT CTX
F2S4_170523_051_E01	L6 IT CTX
F2S4_170523_051_F01	L6 IT CTX
F2S4_170523_051_G01	L6 IT CTX
F2S4_170523_051_H01	L6 CT CTX
F2S4_170522_089_A01	L2/3 IT CTX-1
F2S4_170522_089_B01	L2/3 IT CTX-1
F2S4_170522_089_D01	L2/3 IT CTX-1
F2S4_170522_089_E01	L2/3 IT CTX-1
F2S4_170522_089_F01	L2/3 IT CTX-1
F2S4_170522_089_G01	L2/3 IT CTX-1
